#OTU ID,C18p_CWB1_5ul_BD8_01_7590,C18p_MRM1_5ul_GD1_01_7522,C18p_CWB3_5ul_BE2_01_7592,C18p_FPP2_5ul_RC1_01_7635,C18p_FWB2_5ul_BD6_01_7587,C18p_MWB2_5ul_GC1_01_7507,C18p_RPP1_5ul_GE5_01_7543,C18p_RPB2_5ul_BA8_01_7557,C18p_BRM1_5ul_GC6_01_7518,C18p_FRR2_5ul_RA8_01_7616,C18p_CRR1_5ul_RB2_01_7619,C18p_BRM2_5ul_GC7_01_7519,C18p_SPB2_5ul_RC7_01_7644,C18p_BWB3_5ul_GB7_01_7504,C18p_RRR2_5ul_GD5_01_7528,C18p_BRR1_5ul_GD7_01_7531,C18p_CPP2_5ul_RC4_01_7639,C18p_MRR1_5ul_GE2_01_7535,C18p_MPB1_5ul_BB5_01_7564,C18p_SRM1_5ul_BE3_01_7598,C18p_SPP3_5ul_RB7_01_7632,C18p_BPP3_5ul_BA3_01_7549,C18p_BWB1_5ul_GB5_01_7502,C18p_BRM3_5ul_GC8_01_7520,C18p_MRM3_5ul_GD3_01_7524,C18p_SRR2_5ul_RA5_01_7612,C18p_BWA1_5ul_GA4_01_7489,C18p_CWA3_5ul_BD1_01_7579,C18p_RPP3_5ul_GE7_01_7545,C18p_RPB3_5ul_BB1_01_7558,C18p_BWB2_5ul_GB6_01_7503,C18p_CPB3_5ul_RD6_01_7653,C18p_CWA1_5ul_Rerun_BC7_01_7679,C18p_FWA1_5ul_BC4_01_7573,C18p_SPB3_5ul_RC8_01_7645,C18p_MPB2_5ul_BB6_01_7565,C18p_CRM3_5ul_RA3_01_7608,C18p_RRR1_5ul_GD4_01_7527,C18p_BWA2_5ul_Rerun_GA5_01_7684,C18p_SRM3_5ul_BE5_01_7600,C18p_RWA3_5ul_GA3_01_7487,C18p_RRM2_5ul_GC4_01_7515,C18p_MPP3_5ul_Rerun_BA6_01_7676,C18p_FWB1_5ul_BD5_01_7586,C18p_SWB2_5ul_BD3_01_7583,C18p_SWA3_5ul_RerunSet_BC3_01_7667,C18p_CRR3_5ul_RB4_01_7621,C18p_MRM2_5ul_GD2_01_7523,C18p_CRR2_5ul_RB3_01_7620,C18p_RWB1_5ul_GB2_01_7498,C18p_SRR1_5ul_RA4_01_7611,C18p_FRM3_5ul_BE8_01_7604,C18p_FRR3_5ul_RB1_01_7617,C18p_SWB1_5ul_BD2_01_7582,C18p_FPB3_5ul_RD3_01_7649,C18p_RWB2_5ul_GB3_01_7499,C18p_MRR2_5ul_GE3_01_7536,C18p_MRR3_5ul_GE4_01_7537,C18p_RRM1_5ul_GC3_01_7511,C18p_FWA3_5ul_BC6_01_7575,C18p_CPP3_5ul_RC5_01_7640,C18p_MWA3_5ul_GB1_01_7495,C18p_MPP2_5ul_BA5_01_7552,C18p_BRR2_5ul_GD8_01_7532,C18p_BPB1_5ul_BB2_01_7560,C18p_RRM3_5ul_GC5_01_7516,C18p_BPB2_5ul_BB3_01_7561,C18p_CRM2_5ul_RA2_01_7607,C18p_MPB3_5ul_BB7_01_7566,C18p_FRR1_5ul_RA7_01_7615,C18p_SPP1_5ul_RB5_01_7630,C18p_BPP1_5ul_BA1_01_7547,C18p_FWA2_5ul_BC5_01_7574,C18p_SWA1_5ul_RerunSet_BC1_01_7665,C18p_BWA3_5ul_GA6_01_7491,C18p_FPP1_5ul_RB8_01_7634,C18p_CPB2_5ul_RD5_01_7652,C18p_CWB2_5ul_BE1_01_7591,C18p_FPP3_5ul_RC2_01_7636,C18p_MWB3_5ul_GC2_01_7508,C18p_SWB3_5ul_BD4_01_7584,C18p_BRR3_5ul_GE1_01_7533,C18p_RPP2_5ul_GE6_01_7544,C18p_CPP1_5ul_RC3_01_7638,C18p_MWB1_5ul_GB8_01_7506,C18p_SRM2_5ul_BE4_01_7599,C18p_BPP2_5ul_BA2_01_7548,C18p_SPB1_5ul_RC6_01_7643,C18p_FPB1_5ul_RD1_01_7647,C18p_RWA2_5ul_GA2_01_7486,C18p_SRR3_5ul_RA6_01_7613,C18p_RWB3_5ul_GB4_01_7500,C18p_FWB3_5ul_BD7_01_7588,C18p_BPB3_5ul_BB4_01_7562,C18p_RPB1_5ul_BA7_01_7556,C18p_SWA2_5ul_RerunSet_BC2_01_7666,C18p_MPP1_5ul_BA4_01_7551,C18p_FPB2_5ul_RD2_01_7648,C18p_RWA1_5ul_GA1_01_7485,C18p_MWA1_5ul_GA7_01_7493,C18p_CWA2_5ul_BC8_01_7578,C18p_FRM1_5ul_BE6_01_7602,C18p_SPP2_5ul_RB6_01_7631,C18p_RRR3_5ul_GD6_01_7529,C18p_CRM1_5ul_RA1_01_7606,C18p_CPB1_5ul_RD4_01_7651,C18p_FRM2_5ul_BE7_01_7603,C18p_MWA2_5ul_GA8_01_7494
363.1566_ 39.9690,136438,580327,64986,210988,89756.29688,579769,394127,290549,386781,112879,49419.30078,295881,481018,429003,276615,347591,66213.5,600446,327623,285389,642215,377404,502179,404848,530235,463395,0,0,383142,280178,438744,0,0,89233.10156,0,305836,121040,0,0,367521,142194,585606,0,0,414655,494454,657086,567606,396670,614166,598390,97154.5,92881,380614,107362,599672,695347,581151,601682,0,0,0,854761,497730,273787,631959,195190,0,310220,121145,428196,553186,86558.20313,447643,0,246015,42706.80078,129778,212956,579633,441276,487985,340705,0,562632,334837,535837,506743,106571,0,605893,494138,91761,245385,232237,476953,649718,98757.29688,0,0,0,103791,0,0,131697,83335.20313,124246,0
280.1391_ 26.5965,362048,159691,396267,1086000,1658330,142908,0,0,276622,826545,1971950,310043,394674,338083,0,0,913350,316211,175435,197621,371489,165912,373966,283058,119743,304614,0,309799,0,0,398595,1017280,125346,976181,0,195092,850044,50703.69922,0,285747,0,0,0,1490720,386286,144756,2168260,162304,2293240,0,319403,991721,667416,413053,2100740,0,401168,308584,0,829132,674640,88306.60156,178783,255252,295078,0,114708,784214,169386,943423,268561,186075,844555,129495,0,1704190,883204,375757,1386070,259865,330339,200349,0,795044,191771,351063,229348,374201,1794540,0,388344,0,1476690,231686,0,150622,158523,1953900,0,133882,367504,1015380,270610,44899,891985,955478,980852,140135
267.1595_228.6539,794413,282856,693325,94915,315565,0,620856,0,336241,184137,343495,521071,26277,47955.39844,115264,243165,508062,0,0,23697.5,0,158680,2054870,0,284065,136172,187407,236536,0,0,94087.89844,160637,54751.39844,491856,0,0,227264,131031,510561,0,131144,0,266479,392631,342153,93987.89844,17285.59961,357180,233559,0,108855,293376,472032,58499.10156,518043,104227,240044,245526,127918,185767,197357,390511,306368,231914,0,125917,0,1156560,0,223242,0,176930,709880,778844,1959560,145115,151599,866859,404472,2057960,0,0,2957530,474392,510892,0,194756,27783.09961,496471,48073.5,109569,300153,838378,0,0,765816,542207,374954,54847.80078,143730,168009,379080,0,139549,144874,918416,154674,137494
159.0913_171.7913,0,469155,0,133691,160629,0,396834,300045,361117,204049,0,290493,228269,357501,250565,407813,0,816878,230882,259416,237734,262665,367652,336304,454591,417027,0,0,370339,274198,366852,0,0,155823,202306,187033,0,217861,0,252614,0,917817,285528,138358,226628,249997,0,635185,0,827103,395500,304323,167911,222723,156829,802889,551850,710542,781685,158767,0,90696.10156,440507,411922,212919,801316,180474,0,168008,233074,310456,290320,132246,264838,0,173277,0,0,170548,419273,248080,347521,389020,0,450121,278817,309759,248063,157222,175684,326555,711309,132019,174171,324380,314929,535302,208037,175746,96698,0,259057,196314,208389,0,0,246778,110769
241.1445_ 54.8922,427462,82839.39844,477656,184725,183691,28386.19922,0,0,449202,163040,84425.79688,502550,39829.69922,53341.39844,0,42432.30078,123880,77818,0,145569,98038.39844,78990.89844,38123,464548,130988,55305.30078,61699,72161.60156,0,0,48375.30078,64072.60156,95458.79688,123111,117764,393593,714017,0,134890,40578.30078,0,0,180768,181007,92972.20313,0,664717,122316,653780,0,90478,0,132697,69498,121620,0,50190,40200.69922,0,142282,113052,93700.29688,117860,141230,0,0,88503.5,82962.89844,71892.10156,147318,102827,62079.39844,107948,174777,0,80541.89844,61891.69922,141619,99137.39844,33505.89844,104292,0,0,788562,124791,41629.89844,441084,71662.20313,243235,0,36750.39844,0,203218,416867,0,405610,244196,119637,0,18555.09961,88480.79688,191103,108800,0,70790.79688,98628.70313,108558,31821.5
223.1335_ 89.0095,633749,273275,943083,339817,1407420,1635150,0,146510,395428,327210,144323,402639,0,406009,89565.5,316271,66108.60156,220128,244714,169029,0,0,360388,384072,196762,102848,263386,256551,0,159698,279136,160031,570497,124436,0,275809,63589.60156,96657.20313,0,240173,122896,0,0,1198140,488054,605247,869822,300361,221588,0,152810,83733.70313,72813.10156,1991490,573055,0,38432.89844,230593,0,166221,186417,150258,0,131638,252045,0,0,213861,0,158491,0,0,221777,499444,300563,1170450,49267.10156,467267,40339.30078,279555,2433480,0,0,746287,589298,296992,0,0,183070,100021,186657,0,414709,297544,139426,551504,311598,566424,123982,329288,211843,120024,0,75246.79688,107707,73105.10156,60179.5,320132
167.0894_ 63.3370,65578.79688,2626750,310044,0,0,4436870,2255050,1932580,2714200,102587,137699,2718920,0,5485910,2432880,3038290,224445,4622720,0,2294020,673280,0,5495360,2554510,2755090,2453630,0,40475.69922,2333380,1685140,5572710,90090.60156,579829,0,479552,0,122876,2206110,1467200,2832880,3034790,5234170,0,2583830,4090540,2732850,170003,2872540,214518,8755600,2363390,126623,115541,2977530,0,7910050,3599550,4529580,5056750,1664390,76056.79688,3085690,0,3785580,0,4241040,0,145244,0,126150,0,0,2334680,2546600,2137910,0,49494.80078,58416.19922,52332.80078,4482900,3986920,3870250,2221570,98311.39844,4112480,0,675953,0,0,3268240,2723120,7054600,2643520,553315,0,2622780,1209170,0,2738740,3477780,728583,128255,0,0,133751,44791.80078,93611.5,3184210
474.2620_261.2355,1180440,3801860,1213020,0,3244280,4804440,2682880,0,4153720,487476,692620,5724130,1761970,4941130,0,1895800,0,2923070,2561940,2321500,830728,1826550,4533290,4725330,2810710,1612420,2528590,0,2402830,0,5001430,0,327916,1050350,1842750,2328390,0,1776080,2589750,1870680,668624,0,2723930,1675590,5226890,1190770,0,2640440,924387,1175100,1556090,0,751211,5038180,1389130,1105410,4270090,2825160,0,1320230,0,27554.59961,3040760,1243320,1291730,0,1578700,0,2445440,0,1629840,1612250,1056680,780680,3130480,0,0,1202590,0,4854560,5175480,1398270,2675850,0,5024450,1878640,1929360,2422150,2585170,0,1528710,1147020,3116670,1477580,1022850,1430710,2902230,2656890,640275,26173.80078,654028,744771,1516030,0,0,0,748020,1181400
852.9708_372.5246,0,2958690,0,0,282637,1017910,784856,1807430,2079850,812627,0,2140960,499231,370751,960776,894763,0,1454070,1557490,1921280,0,73839.29688,485544,1656740,2345970,765227,1260530,0,686341,2541630,554669,0,0,1509390,395857,1082860,0,1199700,1270750,874692,1316730,2817270,236286,285447,508111,405174,0,3203210,0,750455,607855,821871,923258,343192,1297300,794607,1456550,1454200,3818440,1353880,0,615924,247721,791292,1034170,2443460,1114630,0,1194500,1393480,0,97752,1257510,518983,1707830,0,0,0,0,964004,749408,840237,756945,0,1032200,1098270,120685,599324,1339430,1487970,655636,825756,281414,989993,2263310,657664,274552,1326430,1084440,869011,0,762085,0,1170500,0,0,770244,805031
1077.7171_397.5211,0,2906770,0,0,357439,607143,772182,2512980,4845670,639422,0,3023010,784309,318723,1029600,1227340,0,1657090,1841710,951658,0,156920,296076,2501720,2711810,954728,2923060,0,819259,2724220,374608,0,0,2104560,767362,1579010,0,1190050,5593570,1049500,1254050,1633170,544438,383154,431964,768728,0,3012800,0,530792,1111040,932055,663930,481082,1354830,532085,2201590,2088210,1628350,2403970,0,784256,633504,1041960,2096710,1811120,1733000,0,1686270,662588,0,157722,2991130,1056090,2720110,0,0,0,0,682761,418659,1119960,860434,0,642606,1103820,222660,915874,1632980,1181040,789961,662683,365336,1929110,2742240,886915,630519,1268200,1030530,1952970,0,863454,0,947090,0,0,784157,1980190
852.5699_372.4318,0,4662750,0,0,385556,1483570,1104990,2739330,3071060,1643010,0,3228740,658642,551221,1374210,1979010,0,2123760,1911930,2310900,0,103282,701644,2538330,3790140,1059130,1951350,0,932438,3082360,767590,0,0,2137440,542336,1522660,0,1518290,1758160,1236200,2025830,3713400,326830,394900,725836,854467,0,4900530,0,1072330,1025260,1102310,1169720,915157,1732030,1174600,2281500,1779760,5285650,1986660,0,892825,342528,1077220,1459010,3792060,1654950,0,1417000,1584210,0,131075,1933790,1161530,2677600,0,0,0,0,1384130,690356,916395,1066980,0,1429070,1303480,180411,783464,2447610,2150060,1040260,961260,386774,1365450,3350900,972112,382856,1768170,1586080,1068890,0,1109830,0,1400180,0,0,1130740,1142060
852.3698_372.3378,0,3351950,0,0,305254,1172340,981557,2038030,2354870,953322,0,2406660,425231,431702,1032330,917898,0,1643540,1466480,1881080,0,79068.29688,524543,1916200,2764430,839026,1416860,0,712237,2523220,571598,0,0,1425730,418242,1197440,0,1312590,1421050,924940,1462070,3246110,272880,309961,545695,529336,0,3514420,0,829893,954388,882022,962822,367623,1462760,890582,1685790,1566170,4263470,1553240,0,673597,266943,840152,1344280,2866560,1263190,0,1119230,963639,0,86555.79688,1473570,901970,1872770,0,0,0,0,862496,524310,1049440,837895,0,1112660,1179060,137430,631084,2051780,1698190,799782,916605,297744,1076040,2556820,696868,286623,1419980,1250390,770066,0,899148,0,1313540,0,0,868574,894750
852.7708_372.4298,0,4090140,0,0,360465,1449760,955348,2536080,2861130,1621270,0,2956040,585613,513166,1251320,1121410,0,1979610,1852440,2525630,0,97696.89844,646213,2350090,3387440,1076100,1761370,0,860283,3167150,697893,0,0,1814070,488085,1426460,0,1538560,1690810,1143730,1851930,3451150,337314,372360,677720,887658,0,4440640,0,993507,1097860,1077360,1098700,901486,1663100,1125960,2075890,1575410,5159560,1840430,0,844631,312247,1011270,1390560,3489970,1500480,0,1316620,1552440,0,119955,1848020,1126850,2384160,0,0,0,0,1062240,637686,1106860,1015050,0,1380780,1172200,191930,750376,2381970,1953740,1041620,918656,371941,1416920,3202160,894830,360717,1690400,1485550,997980,0,1055970,0,1578640,0,0,941753,1104470
360.1507_ 26.0496,123421,107886,105410,86330.20313,74298.60156,79529.70313,0,0,179342,0,141787,136401,267004,83273.10156,0,65407,107732,59725,132118,174515,168506,98693.10156,155537,175158,100836,16097.7998,287678,311170,0,0,84197.29688,103943,70071.39844,178902,196234,132425,174735,51574.5,0,296048,188388,0,260241,0,139923,466330,67837.5,114833,94232.89844,0,0,80657.79688,0,74132.70313,127728,0,99267.39844,127366,0,102864,0,170949,153660,89886.10156,156606,0,151897,148578,78989.29688,90872.60156,84477.20313,169761,166203,480176,335828,74433.60156,107884,106048,100232,104104,107687,96267.20313,0,0,92937.60156,462052,165384,224710,143207,0,38487,0,0,135975,0,491163,172255,127865,0,294205,284057,82632.29688,0,41704.69922,209846,110438,0,296448
864.1742_365.2240,0,2723930,0,0,0,372793,956123,1679890,1944930,611277,0,1261790,210929,194649,755535,783530,0,855766,714461,1077110,160720,122840,180097,1267560,2690830,319499,1104990,0,878453,1367910,192922,0,0,1195270,238542,628520,0,774081,893439,852748,1644510,2960830,259836,0,243673,255821,0,2896480,0,406014,293563,698654,601465,173900,494819,299793,917606,705619,3955050,1060450,0,774272,284784,797325,711877,3468470,653910,0,653163,633023,36430,169046,1074690,316384,1326950,0,0,0,0,327628,165664,486256,810656,0,347231,1108480,193642,276543,604218,1206140,243096,315486,0,697332,1631200,281290,242488,558638,1490850,797575,0,667276,0,755978,0,0,751173,719253
852.1749_371.9322,0,1356050,0,0,145592,518554,353428,1013490,903370,448640,0,1039160,249001,195908,479109,683459,0,711538,792093,568615,0,97472.89844,165016,826279,1293470,197895,619777,0,349735,1156870,275236,0,0,705810,209191,527285,0,774119,589341,427030,997085,1320700,93419.29688,162404,259261,226476,0,1478690,0,534578,272747,402005,439566,169034,709783,394979,709825,757887,1215180,740203,0,500704,119175,378784,589431,1120740,562051,0,566853,442862,0,0,614593,251548,824556,0,0,0,0,427028,187186,325505,286258,0,482234,543764,69112.20313,255947,817901,723146,203810,350382,137255,500336,1099920,198412,134813,723832,533111,427995,0,406250,0,592340,0,0,405697,283160
531.3188_237.6134,0,3195260,0,934016,579536,2331460,3419540,1260190,2819170,636722,0,4402840,4170180,3073130,1110810,1168910,0,4153680,2616350,2559780,2040470,2985320,2849570,2977490,3199860,1209400,2354000,0,3360000,1543170,2856100,0,0,621277,2679720,2805120,0,0,3508020,2893580,486742,1057640,4113500,750209,4001190,1011020,0,3354760,0,0,1133940,0,505816,3513320,1267360,0,3260010,3813630,715067,595483,0,985668,2812320,903611,2858180,797004,3131910,0,2921540,736672,1514740,2567920,657433,665033,2365100,911223,0,0,658192,1496240,3749180,943023,3305920,0,2240580,2686420,3226250,2942810,2236000,552428,1685820,0,0,2815740,1382290,682110,3695020,1262040,570778,715988,0,0,1733660,707853,0,0,440582,707929
123.0441_ 36.0856,0,428283,0,272143,225645,380673,347960,302592,250689,161189,0,210132,325653,324604,252564,221476,0,347724,277313,152104,300188,233708,330166,258878,346850,258400,0,0,290158,267618,322695,0,0,158633,0,254483,0,241076,0,155443,203590,424047,110121,199812,309092,339019,0,381716,0,477683,370239,177428,114582,240407,180367,432446,328023,342117,399904,120020,0,0,527787,327945,208847,417851,0,0,263829,173844,222325,333765,163267,297817,0,263320,0,0,256129,421686,275423,305819,304258,0,326760,178994,348640,264290,191377,173208,347623,365557,195671,202487,269590,289039,444409,184340,0,160711,0,207890,200302,204233,0,0,214509,171617
275.0979_281.7017,621107,756772,0,165104,0,105026,156540,161602,230088,481524,87446.20313,302725,52574.39844,0,117818,253681,104151,210587,195155,648085,98598.70313,153668,81988.79688,286346,707239,356284,175979,32521,88831.29688,0,0,0,0,40639.30078,167357,185398,58396.10156,439166,227251,280218,0,490004,178554,0,105535,117632,152368,384117,94649.79688,0,265801,334659,308631,102794,121260,0,350766,215646,483024,74365.89844,155557,0,162805,315365,154507,484538,62238.30078,0,0,265902,113591,286040,105404,0,260827,172035,0,604614,102296,125551,101300,304284,177618,164267,221405,284148,162690,82356.10156,121248,0,275629,0,0,147957,0,0,119082,120293,0,0,0,340297,189713,502049,147882,0,275563,0
344.1345_ 41.1039,151526,205541,216879,1585400,1458340,106885,0,0,234240,812685,566953,239241,251751,173805,0,66244.29688,488974,249803,76025.20313,122007,346709,93427,168064,130045,93466.70313,153254,0,150819,0,0,163360,293539,196661,969428,198021,0,144927,0,0,311716,0,0,0,1457270,223206,211328,730697,118283,49307.19922,0,224892,1311470,873135,184136,2816150,0,256730,248159,0,740832,446728,0,245352,114704,127895,0,122795,155851,120956,836863,275500,156589,985918,287586,0,1426250,304427,144653,1449690,127218,221651,104041,0,366660,61294.60156,167233,152348,272769,3026800,0,189349,0,1349060,120621,0,183791,241111,2921190,0,0,173451,1344770,269358,0,166729,295658,1266550,0
853.1709_372.8104,0,1745780,0,0,185630,666698,495609,1360260,1236650,514253,0,1316240,304290,252134,593650,886110,0,922914,830603,606304,0,0,224547,1244970,1608030,353646,782038,0,446748,1650900,355052,0,0,944270,273115,690602,0,751540,775689,556945,879878,1745600,145205,174799,326386,242712,0,1811620,0,665098,403515,536783,557533,225567,904668,501440,912912,908918,1584310,848622,0,629958,169377,509279,768482,1484040,729672,0,781440,593161,0,0,821976,331264,1096320,0,0,0,0,610814,555966,886667,531444,0,634341,587908,86410.39844,337991,920668,896978,312414,542468,174995,613500,1408880,331904,143003,893282,710020,552110,0,506828,0,759438,0,0,508537,518644
1065.2101_372.7143,0,1966400,0,0,161571,544309,377087,946874,1278230,553622,0,1609580,399059,381822,493353,569948,0,1177830,771670,667271,0,0,181843,1518190,1663880,392104,691235,0,362794,1385920,302982,0,0,805341,367095,664649,0,808378,775190,735359,1226680,1587070,122503,146548,336956,254846,0,2011910,0,311277,371410,471138,596498,216086,990670,374106,1143320,1113400,1362660,860998,0,283025,159247,549788,593387,1371520,649943,0,619448,539263,0,0,866807,278406,949142,0,0,0,0,503167,255334,929280,416763,0,554660,737035,64971.80078,349224,998128,1035360,303108,383156,168573,601259,976872,309207,126099,972500,551244,483714,0,457648,0,623894,0,0,472248,865816
1077.4660_397.4294,0,1056870,0,0,158021,297467,351726,1042500,957234,321541,0,1182670,345486,140682,462058,583717,0,740408,942297,519186,0,0,136800,944618,1065560,344090,1101240,0,323394,1135300,133595,0,0,1080310,333118,828028,0,534596,2392870,486406,487881,714615,241433,156892,176634,349903,0,1117700,0,185493,484841,386320,243838,169148,670523,198427,875691,846902,594984,964208,0,463550,301551,557723,944930,663162,772464,0,768541,292839,0,0,1218420,454684,1024130,0,0,0,0,335350,168911,532394,389570,0,310866,521376,100315,420525,818869,503304,321646,221081,179852,863816,1154570,390438,261278,551574,428623,841987,0,402033,0,491937,0,0,337675,736563
116.0709_ 22.1875,0,144909,0,148475,77959,0,202276,0,118803,76143.60156,0,167919,135618,0,95975.60156,299422,0,151556,136044,146272,226504,153775,0,127918,143312,160996,155589,0,169328,66677,0,0,38000.30078,140392,108121,128929,0,101717,121792,150474,0,132111,200478,86350.5,146738,180685,0,143963,0,197538,132983,139468,62336.69922,130190,54622,138592,176110,142094,188203,115512,109500,226319,158925,326735,101616,114487,81265.39844,0,161339,53186.89844,229500,165362,130809,211189,154585,169673,0,0,197753,0,133663,333213,183413,131897,0,144099,208708,123375,140588,0,160843,112345,73566.60156,98535.29688,0,185735,161226,78609.60156,0,264109,0,108822,206808,103606,0,0,98923,246944
1065.7112_372.6776,0,2405560,0,0,191685,622208,363971,1167720,1575730,666347,0,1896980,445125,247751,605800,671191,0,1427330,915922,827170,0,0,295193,1736470,2055990,580018,840248,0,411487,1456250,360392,0,0,974576,405109,776731,0,763443,947466,902304,808676,1631960,164677,182942,424208,261283,0,2432130,0,331355,439133,582751,672338,312933,963157,419614,1382160,1124510,1671100,1115420,0,635492,153907,647508,733249,1699780,796888,0,693024,680541,0,0,997387,318214,1135230,0,0,0,0,486631,727734,680501,397673,0,640440,933294,94498.39844,438841,1135410,861338,370002,453339,181761,709061,1227320,383254,183528,983828,668540,472935,0,655160,0,781746,0,0,517306,1082720
1065.4609_372.6578,0,2592250,0,0,205199,672059,595129,1209950,1703200,699533,0,2123320,456936,280475,633637,697667,0,1492920,972240,903690,0,0,219686,1767170,2216470,428645,991586,0,446162,1555020,371035,0,0,1033250,421943,744746,0,964874,1058290,970847,865365,1731810,180654,228445,472838,314275,0,2773040,0,357822,499675,594360,718480,253797,1190800,481736,1540570,1192620,1740510,1327640,0,709334,166287,678116,753915,1844020,841942,0,870447,709393,0,0,1046130,339736,1250830,0,0,0,0,520323,486353,735135,416347,0,656689,1006360,81876.39844,455931,1205160,887119,374497,507870,203458,771463,1546400,345091,156185,1175190,699377,498617,0,655304,0,805894,0,0,610173,1061070
354.3180_702.5815,1255530,838355,1143550,0,1272020,1052450,1269950,1353150,1078080,917669,932332,1073040,1028870,0,1163510,1056750,1035120,1157930,1408900,1084270,865446,1067600,942943,1008580,799850,1104890,0,1317020,1242640,1234150,0,1072210,0,1192860,0,1397140,1150480,858458,0,1239270,0,0,0,1115620,1351710,1500570,853998,895823,884161,0,1180320,1271810,0,1128730,1067330,0,1058290,1115900,0,1182440,969382,0,1221210,1215880,1340010,0,1071800,1381650,1175340,969854,0,1191290,1295450,1572120,0,906557,1003860,1279320,0,1035600,1233980,1292590,1342250,0,0,1190670,1218090,964049,1142990,0,1110780,0,1092770,1273630,1301580,1605460,1162330,1144640,0,0,1241200,1283260,0,1011640,1288800,943818,1087680,0
207.1399_192.1676,272758,0,149664,0,379003,0,210777,208764,0,84210.89844,58902.39844,342368,253048,360902,351291,588963,296601,0,0,192223,525179,418688,532745,0,0,0,0,154093,178792,191846,522884,570931,87779.89844,367362,267607,433119,55835.30078,270560,0,226121,0,0,121981,369253,763757,417949,0,312494,115480,502644,81231.60156,75345.70313,101979,879057,0,523634,0,0,0,395477,301989,466086,799553,520490,248280,473719,316901,190855,374952,0,484189,348430,263562,471378,0,191051,178577,160549,187124,825476,912375,419358,265434,288311,249029,143009,410756,245844,0,0,0,550357,526108,288124,253272,413832,915090,161287,0,0,99055.20313,142358,0,0,227923,147353,152181,384132
133.0527_ 25.9390,0,1646710,0,159935,352337,111358,875921,351531,204546,295152,0,205677,0,1585500,1401180,391506,280819,126639,721298,294671,287113,368650,95669.39844,188280,1469320,102855,547279,0,873876,331178,1564190,0,0,356894,290410,684797,0,1468800,0,945883,121930,1581370,0,288808,336573,207817,0,0,0,2400740,231871,351718,254273,392766,0,87617.39844,1747060,0,2547960,333556,0,1242670,426452,181944,285676,1565170,220510,0,628541,286775,250311,0,324045,1271010,561575,151078,0,0,155284,173334,826945,0,227587,0,102254,933555,0,593639,104678,124148,231957,42911.80078,319383,278589,316723,215396,701297,0,114846,1414690,0,337228,261646,134601,0,0,473655,198172
856.1478_324.1164,0,2964230,0,0,604163,3599890,0,1116330,712207,702806,75553.60156,846852,287075,1618360,1711510,2683550,0,1889080,624040,998460,0,0,1221150,634630,3233750,815346,0,0,0,1896750,1473720,0,178666,765788,0,867887,182765,1834110,509853,1657280,2015580,3125230,390196,1076420,946534,572380,0,1270070,0,3097090,1589140,951542,411518,1222190,376711,3024490,855622,2681810,2543600,532374,0,934802,365285,2375300,756138,2369190,1743910,196412,1018120,765933,0,0,751043,649575,1522660,0,0,0,0,3183580,1144370,2873230,425291,0,0,677982,0,449871,430672,1934710,682172,2790360,930332,1803210,1959680,751975,411030,368134,2125000,2072780,0,602754,0,1886490,145122,0,947548,1015230
148.0610_ 25.5042,0,101574,0,153817,136267,44219.89844,0,0,94448.10156,142195,0,117706,114813,27467.30078,30327.40039,140250,0,54876.19922,198272,52246.5,0,111737,41347.60156,160971,108718,55895.10156,116838,71139.39844,0,0,28292.59961,0,63356.19922,237280,80658.10156,244447,0,0,190518,104368,55364.30078,37801.30078,165533,260737,149984,194986,0,122080,0,0,0,157580,120211,175393,161221,0,49598.5,54674.69922,41406.10156,233291,41782.19922,59241.10156,81643.79688,218811,238031,38985.19922,178488,0,186836,141856,23528.5,158854,301472,192699,109574,125217,0,0,129762,49030.69922,107396,169439,0,57977.19922,40803.80078,135577,171172,0,160784,53822.89844,107687,0,248974,213287,0,190152,150517,164744,58830.19922,90537.5,64865.89844,196063,0,18456.09961,0,0,171296,85458.29688
259.0986_ 29.7981,580743,123124,572942,131127,110848,0,0,0,203859,77495.60156,296710,312964,658596,154197,0,0,206080,105067,293611,315583,542727,0,249958,211316,81370.5,211952,120819,105574,0,0,232177,171468,212894,160106,0,154599,742664,249600,0,759866,227279,0,0,95965,538498,579367,148425,0,137932,130328,304180,63957,89206.60156,313662,150248,0,135075,104118,0,126762,418226,166963,0,0,181487,0,0,240725,183240,98675.89844,390215,287481,186153,579898,42197.5,101968,156358,230596,142201,151478,0,0,0,117279,105519,713220,466322,382555,134305,242476,352939,0,91697.29688,143600,0,606052,0,111247,0,264317,106144,77033.5,0,0,179245,152603,113415,271088
104.0701_ 21.6026,0,120095,0,144692,145496,0,214276,404849,122713,69513.20313,0,417035,168348,0,171763,145351,0,120650,267599,257563,239614,241467,0,123047,127559,560533,149041,0,236127,216426,0,0,88462.89844,118740,146808,258317,0,177509,127685,306020,0,612690,475635,149413,304612,411439,0,125922,0,0,0,142158,114447,162098,0,152724,124829,133195,948697,61992.80078,0,192117,314845,174516,252073,108167,29440.5,0,132301,99327.5,356965,243588,126660,412417,80411.20313,176715,0,0,161176,0,175986,170790,277885,0,588596,314104,231054,50116.19922,0,166879,641436,151327,121802,208137,545608,391722,376789,0,153645,189012,0,142895,262802,161454,0,0,0,192784
