#OTU ID	CWB1	MRM1	CWB3	FPP2	FWB2	MWB2	RPP1	RPB2	BRM1	FRR2	CRR1	BRM2	SPB2	BWB3	RRR2	BRR1	CPP2	MRR1	MPB1	SRM1	SPP3	BPP3	BWB1	BRM3	MRM3	SRR2	BWA1	CWA3	RPP3	RPB3	BWB2	CPB3	CWA1	FWA1	SPB3	MPB2	CRM3	RRR1	BWA2	SRM3	RWA3	RRM2	MPP3	FWB1	SWB2	SWA3	CRR3	MRM2	CRR2	RWB1	SRR1	FRM3	FRR3	SWB1	FPB3	RWB2	MRR2	MRR3	RRM1	FWA3	CPP3	MWA3	MPP2	BRR2	BPB1	RRM3	BPB2	CRM2	MPB3	FRR1	SPP1	BPP1	FWA2	SWA1	BWA3	FPP1	CPB2	CWB2	FPP3	MWB3	SWB3	BRR3	RPP2	CPP1	MWB1	SRM2	BPP2	SPB1	FPB1	RWA2	SRR3	RWB3	FWB3	BPB3	RPB1	SWA2	MPP1	FPB2	RWA1	MWA1	CWA2	FRM1	SPP2	RRR3	CRM1	CPB1	FRM2	MWA2
507.3285_570.1537	0	221.0092913	0	0	0	0	362.3155495	354.975412	287.1251812	0	0	283.7468567	0	270.123726	0	263.5193007	0	0	0	245.9395138	0	0	265.2018975	189.2144659	188.4652509	0	254.3488728	0	310.7291436	373.2010144	292.7589982	0	0	0	0	0	0	343.2759702	243.9055378	230.1303676	390.5891486	315.2908483	0	0	246.5823757	0	0	179.2147145	0	0	0	0	0	295.772452	0	0	0	130.4173583	284.9664417	0	0	0	222.0098809	225.5066753	429.00383	297.7384931	344.3845718	0	0	0	320.9919341	0	0	0	208.6422241	0	0	0	0	0	231.9440302	300.1655303	315.4999047	0	0	250.619297	261.7520213	0	0	324.0335943	0	0	0	408.0773079	382.1079843	0	0	0	286.9932801	0	0	0	0	314.201386	0	0	0	0
1058.9507_380.8708	0	0	0	0	3878.105404	3918.519774	0	0	0	0	0	0	0	3187.591743	2982.155352	3413.152838	0	3877.638864	0	0	0	0	2979.154138	0	0	2246.933322	7596.907099	0	0	0	2858.042587	0	0	7116.513727	0	0	0	3561.077501	6354.454098	0	5488.047227	0	0	3874.727298	1618.368312	2121.640341	0	0	0	5214.530332	2100.88338	0	0	2533.388905	0	5439.312834	4366.143125	2882.672565	0	7691.376559	0	5047.392266	0	2890.612328	0	0	0	0	0	0	0	0	5943.734698	1962.886186	8598.312783	0	0	0	0	3371.499885	2345.736933	3234.368917	0	0	4807.346931	0	0	0	0	4986.817223	1967.670527	6324.210774	4705.896978	0	0	1790.034543	0	0	4703.232545	7975.119484	0	0	0	3386.97741	0	0	0	5823.187424
1073.4560_375.4202	0	0	0	0	902.4292702	846.1504413	0	0	0	0	0	0	0	754.8783887	1238.563715	1109.08339	0	1179.096161	0	0	0	0	979.6423902	0	0	849.6494875	3635.520475	0	0	0	1102.935387	0	0	4217.334975	0	0	0	1482.219642	3115.416589	0	4940.183129	0	0	896.1698594	526.7060844	1293.732679	0	0	0	1329.958805	766.1592312	0	0	512.6185749	0	1818.14534	1324.673948	1127.991423	0	4479.222348	0	6316.591069	0	1068.140235	0	0	0	0	0	0	0	0	4658.137383	1186.454864	3500.568748	0	0	0	0	902.7079826	452.716272	1212.514314	0	0	1055.81564	0	0	0	0	4980.966669	946.4637519	1713.606183	1017.376894	0	0	1063.454911	0	0	4301.35361	4926.810375	0	0	0	1351.331236	0	0	0	4095.863827
1058.6991_380.8330	0	0	0	0	2116.009076	2072.127877	0	0	0	0	0	0	0	1325.048578	1365.05486	1400.956442	0	1519.195888	0	0	0	0	1343.601111	0	0	1159.60545	2720.549152	0	0	0	1197.775051	0	0	3399.294795	0	0	0	1597.529217	2836.837741	0	2494.393208	0	0	1988.531539	924.3599185	941.1259865	0	0	0	1979.556684	956.8764428	0	0	1272.692415	0	2298.603693	1634.130216	1159.259582	0	3721.324943	0	2087.452484	0	1246.733588	0	0	0	0	0	0	0	0	2970.792698	931.2059766	3340.085586	0	0	0	0	1399.81125	1061.474584	1457.082552	0	0	1973.45412	0	0	0	0	2123.201805	1106.712837	2421.257182	2275.062209	0	0	952.3128236	0	0	1943.458507	3311.706636	0	0	0	1510.073677	0	0	0	3005.558652
295.1175_260.0194	0	0	0	0	129.4217869	840.4425536	63.06321589	0	0	0	0	0	246.1686006	434.6728322	0	1157.443804	0	205.1696872	0	0	0	288.8208581	503.2576001	0	0	0	0	0	0	0	0	0	0	0	748.3741008	0	0	0	246.4198053	308.1219635	0	0	290.8359154	312.5314008	194.7554624	1461.922778	0	0	0	0	0	0	0	433.080063	0	188.9171914	0	104.4937523	0	0	0	336.0129898	328.2732482	656.0980995	167.2979905	0	144.9667323	0	257.7115827	0	792.6118811	0	123.5593152	647.9727319	164.345552	194.5376735	0	0	533.351246	575.4737668	501.6830592	0	0	0	762.5471731	211.0198545	214.3543668	430.3691068	0	0	0	0	318.4176871	0	0	432.9131379	204.3459184	0	0	0	0	0	424.0341538	0	0	0	0	371.5685906
1073.7061_375.4566	0	0	0	0	730.4908469	815.3744988	0	0	0	0	0	0	0	732.3613089	1137.424402	1095.059077	0	1086.369004	0	0	0	0	920.1209349	0	0	685.6552819	3413.425809	0	0	0	964.7866626	0	0	4008.814929	0	0	0	1343.376012	2922.047164	0	4371.467437	0	0	922.7424278	506.3224967	1286.258576	0	0	0	1291.320461	753.4125563	0	0	483.436271	0	1720.829998	1261.406176	1268.637987	0	4075.021218	0	5458.658741	0	1293.868262	0	0	0	0	0	0	0	0	4506.224778	1259.528641	3252.566957	0	0	0	0	898.2542299	557.0040778	1039.572533	0	0	1019.606919	0	0	0	0	4510.51712	863.0612241	1593.459941	942.8066076	0	0	1010.179927	0	0	3958.0658	4489.291676	0	0	0	1633.798356	0	0	0	3225.095058
1059.2015_380.8330	0	0	0	0	4868.686058	5571.063023	0	0	0	0	0	0	0	4260.351549	3991.122192	4452.366627	0	5358.939472	0	0	0	0	3324.916545	0	0	2818.846686	8905.923619	0	0	0	3761.212658	0	0	9980.67724	0	0	0	4671.978654	9778.65728	0	7411.62314	0	0	4172.643379	2631.447989	2710.668806	0	0	0	5458.807938	2626.754509	0	0	2892.504417	0	7311.610316	5603.476847	3839.737674	0	10706.15286	0	7052.754994	0	3651.575891	0	0	0	0	0	0	0	0	9755.677892	2585.75363	10918.4297	0	0	0	0	4474.078018	2948.215123	4253.287691	0	0	6391.922645	0	0	0	0	6413.702341	2454.857963	6878.768555	6094.788351	0	0	4758.903448	0	0	5794.124167	10617.78173	0	0	0	4516.196612	0	0	0	9777.901426
378.2369_306.5976	0	0	0	0	0	222.7843401	0	0	0	0	0	0	0	463.7855052	0	398.2816842	0	238.033622	350.6460492	69.15731713	0	352.1819641	324.5704426	117.7096594	223.4673005	737.4619545	537.2176642	0	0	0	337.5471515	0	0	0	420.3039718	369.6211358	0	0	327.4194077	0	0	0	0	0	243.7053825	227.2934066	0	49.65854633	0	0	468.4924346	0	0	293.1855626	0	0	431.3276824	198.6098679	0	0	0	191.0973531	0	275.5233506	263.3824573	0	603.9276597	0	250.6111537	0	0	423.3769117	0	312.6811506	403.0673018	0	0	0	0	265.7413356	334.7111677	558.8386564	0	0	64.4706527	0	479.5207764	58.76253619	0	0	382.3911615	0	0	254.9791916	0	270.3560715	0	0	0	307.1552657	0	0	0	0	0	0	0	300.3219649
350.1877_268.7553	1944.08824	0	2180.279711	599.7841627	0	0	0	0	0	3307.404961	2331.618089	119.1895496	0	442.48465	0	458.5721263	4221.578557	0	0	0	0	0	294.3637268	0	0	0	58.96267717	0	0	0	0	2515.591547	507.0482312	1734.455095	0	0	2967.291473	0	126.6420325	0	0	0	0	0	0	0	2582.84963	195.301078	2483.715585	0	86.33342094	0	2009.89221	0	0	0	192.6904599	80.28929361	0	408.0344352	3937.220891	0	0	0	0	0	45.38964331	2362.662201	0	1905.665382	0	0	2231.235369	0	357.7308526	0	2956.924907	2625.677905	2295.869091	0	0	322.9406176	0	3951.062063	0	0	0	0	0	0	0	0	0	194.572703	0	0	0	0	0	0	3580.918596	538.6758492	0	0	1902.655737	2735.100713	640.8482776	0
237.1127_101.8331	6335.860936	0	6350.94656	392.8788664	2022.123489	0	0	0	0	1257.315876	542.0998514	248.4738025	0	0	0	0	290.651544	98.55379362	0	0	0	0	0	0	0	0	282.7927618	3183.668309	0	0	0	3718.77177	8029.239853	3846.102287	0	0	7045.089201	0	0	0	0	0	0	3709.258226	0	0	5373.811625	0	5850.583379	0	0	1366.362678	1022.296348	0	2100.246834	0	0	117.9375636	0	907.4807102	527.0325465	0	0	0	0	0	0	7896.601186	0	3731.053244	0	0	4041.116011	0	271.6835103	1309.499674	8108.749999	172.5207329	771.8473096	0	0	0	0	510.3425263	0	0	0	0	2099.426218	0	0	0	1086.621359	0	0	0	0	2159.522443	0	0	6950.11912	980.2103858	0	0	5624.44799	1154.256687	4023.728917	0
235.1382_220.8567	1649.882205	0	1404.825391	4307.402154	0	0	0	0	380.0553664	0	306.3828966	813.2122752	0	0	0	1944.407211	1410.509828	0	0	0	12505.85434	0	0	0	0	4119.621426	0	0	0	0	262.2449056	420.2107739	0	420.256987	1748.474338	0	242.2331182	0	0	0	0	0	14066.1181	0	0	0	785.4917898	0	176.789526	0	1642.46624	0	0	0	0	0	3683.499174	2705.945856	0	0	1520.594476	0	7010.498556	2597.27679	0	0	0	353.2941526	0	0	19775.24167	1785.919307	114.7970398	0	0	4456.545874	322.5141979	1776.94821	3489.29151	0	0	1899.12408	0	1501.176019	0	0	0	0	0	0	3470.363414	0	0	0	0	0	4339.143986	0	0	0	0	141.4287103	21823.05376	0	210.7944053	295.97205	152.4017257	0
270.1596_123.3608	2762.00579	0	2637.441911	365.1305805	471.077618	0	0	0	0	683.0639427	280.9454999	0	0	0	0	0	771.6802804	0	0	0	0	0	405.9001365	0	0	0	0	2011.719987	0	0	0	433.2511527	1508.088734	559.8732099	0	0	1731.092776	0	86.60472377	0	0	0	665.9943064	0	0	0	1436.176945	0	282.4067701	0	0	630.0649188	878.4482265	0	500.088002	0	0	0	0	549.6070737	828.8349308	0	0	0	0	0	253.8219444	1608.122282	0	727.9549726	0	0	582.5609107	0	0	334.3819165	1314.973333	2754.608119	311.1305237	0	123.2216499	0	0	844.270185	0	0	0	0	486.8990166	0	0	0	521.1652046	188.1316728	0	0	0	487.9162367	0	0	1742.009728	690.6651965	0	0	1182.051043	415.6630891	436.3413646	0
293.1634_237.0397	882.5070167	122.9113129	55.41704372	0	0	0	271.7081705	0	58.30168522	0	1700.406638	69.78150754	0	0	0	202.8451375	0	44.29161487	425.961343	97.86191552	0	0	0	94.23281698	113.2920917	39.39745524	0	0	0	0	0	2674.219865	0	0	74.05397412	183.1127526	0	0	0	278.9976773	0	0	374.335163	0	0	0	269.0258242	0	1613.842545	0	33.47083178	0	0	0	0	0	117.2318531	43.66975272	0	187.5349777	0	0	67.52928258	355.8630228	79.01043009	0	152.4305742	2437.82032	141.5313599	0	0	84.57482238	0	0	0	0	0	371.0804766	0	0	0	0	160.359007	160.564301	0	273.2278525	0	0	0	0	546.0285092	0	0	129.4288423	0	0	80.86692342	0	0	0	712.4356975	0	0	0	0	2766.433369	0	0
886.5088_334.6336	0	295.248394	0	375.6808957	0	0	199.1861026	0	164.4043051	0	359.7894985	340.7948991	0	0	129.4703947	0	617.4138175	175.9360902	0	104.0805062	0	613.0748883	0	189.9263529	391.4864365	1389.287593	136.3133696	0	410.1346936	0	268.1705098	0	0	0	0	0	0	0	255.1881887	219.2783476	71.98272405	0	0	0	0	700.6844377	180.4861494	0	150.9628691	0	0	0	0	0	0	0	592.8931543	420.4473249	0	0	930.5928637	0	538.7244982	236.2643776	325.7537101	0	0	0	0	0	0	588.0597125	0	873.3844447	113.7733357	0	0	0	231.2007256	0	0	0	0	468.6072107	0	0	0	396.2446065	0	391.6133335	0	67.00926495	0	0	0	604.7751576	498.8837725	0	357.3923288	0	0	0	0	141.8491429	0	0	0	0
885.3686_364.3346	0	167.0345386	0	0	0	0	0	0	178.2739065	626.363638	0	228.190303	272.324456	0	0	0	0	75.17836584	0	427.8561062	0	0	0	126.2711196	127.349846	323.275115	67.08227715	0	0	0	0	0	0	486.5724692	0	236.268657	0	0	195.5748063	340.4773067	0	0	0	0	0	195.8054141	0	206.2233885	0	0	277.8125389	520.1304556	577.8111158	240.5354554	1160.688761	0	130.1170397	147.4187794	0	496.7035628	0	0	0	0	278.6914423	0	355.2896042	0	0	537.1295906	0	0	710.593347	0	58.67523665	0	0	0	0	0	238.3018475	0	0	0	371.2028439	381.8150548	0	300.981704	1180.450661	0	314.9209095	0	0	285.4512527	0	235.8553226	0	1156.365436	0	0	0	447.1029193	0	0	0	0	527.8432802	0
359.4774_228.3979	0	338.9150063	0	0	0	0	0	0	581.9843261	0	0	407.5030842	624.0033012	691.9190179	0	418.4224181	0	396.5699867	287.6685713	914.9683773	0	546.5143631	683.7565118	311.4590147	235.368723	421.4283203	518.238569	0	0	0	690.0675295	0	0	0	321.0840478	311.4955558	0	0	303.5222415	853.6806087	0	0	0	0	501.8624496	0	0	351.0780858	0	0	419.7402994	0	0	457.4887699	0	0	383.7129159	261.5298434	0	0	0	0	0	364.7414475	780.8925445	0	1564.742265	0	333.777567	0	0	467.6947493	0	0	473.8249049	0	0	0	0	254.7235564	522.0534149	484.6992033	0	0	392.2366565	799.911383	412.190995	467.6293864	0	0	264.8978642	0	0	1413.474306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
668.6030_366.4925	0	246.5022004	0	0	0	0	0	0	648.1921739	0	0	564.736606	555.5698043	174.735834	0	225.9261921	0	138.9806854	0	843.2394758	246.5222794	876.6849545	170.4010462	496.1004545	264.9674803	635.7724575	260.9811242	0	0	0	199.1058463	0	0	0	461.781178	0	0	0	210.0011219	683.4295186	0	0	0	0	254.5866034	253.6829624	0	289.4831561	0	0	570.9267949	0	0	259.0795935	0	0	296.0549749	248.763448	0	0	0	0	0	206.4620074	289.0638435	0	230.8058636	0	0	0	437.1836222	725.9715603	0	0	334.0861804	0	0	0	0	0	273.3992899	197.2925462	0	0	0	625.8915921	828.1835496	507.868789	0	0	606.904194	0	0	195.4047988	0	205.1117688	0	0	0	0	0	0	334.8173238	0	0	0	0	0
1091.7190_391.7456	0	525.1535221	0	0	0	0	359.993566	602.5544965	336.02402	0	0	412.9668982	0	0	286.8007215	227.1397678	0	228.8258108	289.47513	187.4563209	0	0	0	328.0171661	487.0054038	0	450.0807377	0	0	640.2423447	0	0	0	518.7028792	0	319.1940622	0	469.8323655	398.2490139	0	740.5900463	435.5607762	0	0	0	0	0	540.8961808	0	0	0	265.6887815	0	0	0	0	0	0	374.9468015	582.928593	0	0	0	0	257.9947894	591.9931976	298.5950426	0	341.2061258	0	0	0	551.9405337	0	582.1197262	0	0	0	0	0	0	0	332.4405514	0	0	215.2223497	0	0	235.2354468	392.3219006	0	0	0	343.0976545	898.8163772	0	0	0	536.8619231	400.4288053	0	0	0	327.2055093	0	0	242.3421752	387.6507344
741.2286_243.5841	0	9431.850803	0	0	0	0	0	0	7481.596974	7525.501504	623.8840631	8599.244317	0	0	2027.565458	4129.763526	0	4328.136048	0	11838.97832	0	0	0	6426.084834	9625.95896	4739.369732	53.86144929	0	0	0	0	0	0	758.0043145	0	0	1811.255744	2309.19713	0	10755.9379	0	5543.862782	0	0	0	0	693.0555461	9690.935612	620.4180271	0	4166.38689	7443.106038	7296.543713	0	0	0	4541.828443	4211.93508	4611.060874	811.3040164	0	0	0	3457.538815	0	4783.575463	0	1612.024077	0	7116.118643	0	0	667.1373436	0	0	0	0	0	0	0	0	4074.312774	0	0	260.1283946	11004.64033	0	0	0	0	4779.627611	0	0	0	0	0	0	0	0	0	0	7472.241069	0	2380.861435	1333.396553	0	6401.898281	0
476.1211_103.6769	0	1038.955302	0	0	0	0	1180.710396	946.1313516	701.755915	0	0	767.7116033	796.0421106	0	975.5377424	593.8707946	0	945.8349307	1899.833188	234.2990079	0	591.4102506	0	566.9094763	0	642.6735043	0	0	1274.023116	864.4469067	0	0	0	0	0	2126.783567	0	1068.663971	0	0	0	1259.021479	0	0	0	0	0	996.6686292	0	0	623.540029	0	0	0	0	0	909.3724018	881.0357215	396.0776543	0	0	0	881.3731061	1191.415535	1189.551973	1215.549986	0	0	413.7749045	0	430.2601473	2514.93368	0	0	0	0	0	0	0	0	0	1509.694902	1325.843417	0	0	678.5838459	2684.100317	715.3347054	0	0	737.8829953	0	0	1198.725768	890.3820705	0	986.0109724	0	0	0	0	0	0	375.4901964	0	0	0	0
372.1284_252.5999	0	0	0	1516.204641	0	0	0	0	0	631.369384	0	0	1343.607541	0	0	0	0	504.6717152	710.0560089	585.8464723	2307.990871	1564.402447	0	0	826.8372543	0	0	0	0	0	0	0	0	0	1059.666729	910.7692029	0	683.9995784	0	942.4264799	0	276.6817342	612.5699422	0	0	0	0	0	0	0	571.0189871	0	523.8740966	0	677.9733017	0	0	446.4190469	622.7769551	0	0	0	691.0454469	0	490.0218303	617.9366898	895.9537053	0	1101.639145	329.1478883	1427.177541	0	0	0	205.0045822	0	0	0	975.2964952	0	868.9040809	0	0	509.5210894	0	916.4059456	825.7057996	854.6551736	827.1912887	0	907.4918448	0	0	603.2652118	0	0	921.4378875	762.0794754	0	0	0	0	1181.589483	259.1104086	0	0	0	0
808.5301_319.1497	0	0	0	0	972.7599328	1026.988946	0	351.2589776	0	0	0	0	0	1362.408563	0	0	0	0	787.9873118	0	0	0	1491.847554	0	0	501.5042139	0	0	0	419.9610825	1564.292592	0	0	0	0	839.0474664	0	0	229.2932261	0	0	535.5671003	0	1025.738649	666.2837225	276.7267249	0	907.3644901	0	992.4892926	407.4106846	408.8819673	0	1033.054987	758.5131442	0	0	0	444.0576611	0	0	0	0	0	610.5449251	483.1345008	584.8783975	0	642.6091499	0	0	0	489.4646481	0	0	0	0	0	0	1367.759321	819.965981	0	0	0	1060.782217	0	0	158.0029131	876.7580919	991.6396526	539.7537454	0	1330.923046	0	344.7131203	193.7492232	231.1470427	802.1987407	0	0	0	612.0934939	0	0	0	0	486.3421441	0
1070.1939_325.8426	0	0	0	0	0	0	0	1512.067944	840.4465705	0	0	1018.864112	0	0	0	0	0	2588.163507	0	3333.980009	0	0	0	830.3890057	4561.783071	824.9191972	0	0	0	2707.577592	0	0	0	1256.267308	0	1388.240597	404.6689895	2368.6407	509.3351318	4013.599741	0	3885.583764	0	2276.308623	3191.521533	0	0	1452.539181	0	3795.649167	1063.744811	1850.638534	0	3491.919563	0	3618.104299	0	0	2930.248178	0	0	0	0	0	0	2943.297081	0	400.3192982	0	1360.364237	0	0	0	806.8726209	0	0	0	0	0	0	3453.039439	0	0	0	0	1390.598491	0	0	927.1028493	0	1376.916406	3444.03141	2264.98229	0	2489.252298	0	0	0	2374.775168	0	0	1318.888784	0	2592.835447	275.7272161	0	2104.318304	0
594.5538_305.8362	0	0	0	0	0	0	0	0	259.2246226	0	0	138.1503067	0	308.3456737	0	511.3568915	0	319.1559823	192.6718747	298.1794682	470.3555514	220.0680216	89.23561126	77.7658496	847.2284922	265.4488295	237.8027229	0	0	0	830.1776101	0	0	0	0	0	0	0	219.2477808	266.0659869	0	0	176.2158027	0	0	237.3924233	0	263.591863	0	0	246.511078	0	0	0	0	0	0	321.686178	0	0	0	0	133.066284	401.3419842	146.7478053	0	257.3106878	0	198.1254506	0	309.2008053	569.7216966	0	255.0466697	574.041762	0	0	0	0	0	0	449.6851218	0	0	0	148.533087	84.51206761	0	0	0	245.135938	0	0	129.6158192	0	304.661466	76.20856922	0	0	1031.681887	0	0	426.2261622	0	0	0	0	325.2443399
346.2035_259.3591	340.2882048	0	332.5010963	0	0	0	0	0	110.1878386	0	422.2831696	123.031571	0	0	0	806.2373006	0	886.4962564	0	0	0	0	1472.00398	35.61858679	0	278.2005916	1462.101117	0	0	0	613.9553587	362.7804771	0	0	0	0	303.3313099	0	1282.502285	0	0	0	0	0	240.5756668	317.8785096	641.1582708	0	300.3283346	0	221.0945551	0	0	344.2492348	0	0	852.6214815	458.6180831	0	0	0	0	0	1128.655631	125.9328081	0	107.1260509	239.7361524	0	268.1380514	0	0	0	252.7868905	691.9969745	0	297.3736665	300.8352693	0	0	198.4308313	650.7077438	0	0	0	0	0	0	0	333.1435468	0	0	0	385.2777547	0	322.5199798	0	0	596.2958677	0	0	0	0	0	0	379.89585	0	1024.534214
211.1134_112.7273	1665.434555	0	4048.703799	600.2657911	491.6881773	0	0	0	0	668.1411529	2224.419465	0	0	177.8734229	0	0	5064.12642	0	0	0	0	0	0	0	0	0	507.1718504	868.7083479	0	0	151.8664481	604.5101103	802.3139676	541.6807031	0	0	3549.986325	0	0	0	0	0	0	719.8565055	0	0	706.1964371	0	272.0457049	0	0	395.0000362	2611.395438	0	0	0	0	0	0	573.9279527	564.8589944	0	0	0	0	0	0	777.6430765	0	59.66133418	0	0	459.1766964	0	0	2861.615735	1264.939906	779.9000225	2620.378183	0	0	330.6790873	0	256.597036	0	0	0	0	0	268.4848439	0	0	688.6361	147.4807196	0	0	0	0	0	374.8843811	3251.659922	394.5300995	0	0	3079.093182	1078.43835	528.6146069	0
309.1329_ 35.9811	153.8255253	0	3205.438777	471.8659351	850.6877869	0	0	0	0	520.1528854	744.1396338	0	0	0	0	678.6754665	406.8730932	0	0	0	0	0	0	0	144.6406845	0	0	0	0	0	0	300.7208575	0	344.3115729	0	0	547.8786952	0	307.7054911	0	0	0	0	1010.899105	0	0	909.6133835	0	925.7223538	0	0	894.3533152	629.9723315	0	670.5454656	0	0	0	337.1135727	379.2635461	387.6349039	0	0	0	0	0	1066.800134	332.9481674	0	573.4036694	0	0	341.3462762	0	61.70354291	341.7749593	369.8208587	155.1556926	462.089137	0	0	0	0	315.8862997	0	0	0	0	604.1012391	0	0	0	906.8935999	0	0	0	0	655.3149162	0	374.1800312	0	780.048634	0	0	421.9526856	356.0407026	841.4308312	0
225.1310_222.9238	2526.009981	0	2654.250411	907.5982678	371.8028037	489.3827639	0	0	0	1082.893965	1820.830221	0	0	0	0	0	1424.274823	0	0	0	0	0	0	0	0	0	0	758.9579048	0	0	0	463.5969068	879.7783869	233.488787	0	0	1765.764502	0	167.2137358	0	0	0	0	576.3328368	0	0	156.6232347	0	2342.9077	0	0	735.508667	1099.680403	341.1811745	0	0	0	0	0	383.4993325	1430.557953	0	0	0	0	0	0	4541.381492	0	288.9731776	0	0	271.3676056	0	373.8391493	856.3831947	1484.394705	2470.691049	553.777022	682.821094	352.7315574	0	0	1148.743462	0	0	0	0	0	0	0	0	625.8169227	0	0	222.0966922	0	0	0	0	803.8533401	745.4203652	0	0	3393.596907	442.424397	853.715619	0
395.1432_273.7681	1622.554503	0	1464.89549	474.4881345	0	0	388.09586	476.3523077	0	0	1413.383555	0	0	304.7782317	0	136.4015233	0	0	348.5790099	0	327.3466688	321.8741668	330.5756433	0	0	0	0	0	361.9604953	451.5780698	0	2177.54325	0	0	0	289.6881652	434.5647647	0	109.6878265	0	0	0	266.7153259	0	0	0	0	0	0	0	0	0	0	0	260.5271136	0	0	0	0	0	0	0	240.9905206	112.6610356	206.5428061	0	314.0986493	499.6725798	293.8383102	0	309.2087582	305.1419172	0	0	0	257.1300236	0	1518.289058	269.1977816	0	0	361.5405226	447.8127265	0	0	0	181.2564929	0	263.0073457	0	0	0	0	210.51014	465.9970439	0	332.4570853	0	0	0	0	0	0	0	1422.602148	2532.579048	0	0
872.9991_307.1893	0	2398.944998	0	0	507.2912269	0	0	0	3017.667546	0	0	2432.563921	3341.566135	0	0	0	0	3096.327783	4915.632326	3637.004455	1889.027268	2181.843045	0	3612.233023	95.52359273	2124.181777	0	0	0	0	0	0	0	0	3562.265203	6592.341203	0	0	1235.862124	3819.313466	0	0	1329.154316	0	2558.178675	1968.401128	0	3064.069962	0	0	2099.109777	0	0	2529.982596	0	0	3987.563523	3347.90713	0	0	0	0	1153.067884	3340.310849	5561.588754	0	0	0	0	0	2130.235202	2072.465294	0	1590.009977	0	0	0	0	0	0	2495.960238	0	0	0	0	3293.844509	1793.932014	0	0	0	2449.294486	0	481.623954	5803.597251	0	1720.209208	0	1085.324635	0	0	0	0	2384.520747	0	0	0	0	0
919.2590_290.2628	0	1445.493625	0	2419.017204	0	0	1151.902564	1782.501663	0	0	0	0	1729.831566	0	0	0	864.5103966	426.4841684	3690.58944	0	1419.142104	1886.610741	175.2049751	0	539.7174473	0	0	0	1138.689328	2098.863294	0	0	0	0	1308.714767	4189.714087	0	0	0	0	0	0	2161.580258	0	0	0	0	0	0	0	0	0	284.6287641	0	1819.205971	0	0	0	0	0	764.0415773	0	1986.594858	0	2972.695202	532.6084378	2556.124676	0	3671.165089	275.9727659	1906.372862	1717.525579	0	0	0	2367.009696	0	0	2495.167842	0	0	0	1175.934849	868.4935481	0	0	1963.772113	1385.220526	1939.802183	0	0	0	0	2767.03788	1842.374865	0	2083.523471	1776.370772	0	0	0	0	1786.126697	0	0	0	0	0
723.1960_ 24.4796	0	425.2416127	0	0	345.7708463	0	0	0	345.5653002	357.7168354	0	0	716.8040087	0	0	0	0	0	408.1450327	702.2326059	477.3243659	0	0	0	468.2043729	0	0	0	0	0	0	0	1511.044973	582.225444	371.3711083	358.5189489	0	0	128.8676662	830.8990444	0	0	343.6250553	326.2188356	0	834.9288699	0	312.8297667	0	0	0	311.0568612	344.9799696	0	417.0673994	0	0	0	0	581.5036809	0	0	797.2729474	0	0	0	272.9541136	0	322.4794696	0	0	0	465.211934	653.2025789	0	0	0	0	326.0056961	0	0	0	0	0	0	656.5423622	0	624.5219012	408.2897809	0	0	0	315.5669739	298.4704888	0	752.4571093	532.2698945	460.0581233	0	0	0	332.3692373	554.7478042	0	0	0	335.7411751	0
507.2758_298.7401	0	418.0052811	0	0	0	638.2872836	0	0	133.5848505	0	0	562.4835061	0	256.7655626	0	2054.662299	0	278.6412811	142.4680209	415.9403999	0	0	269.9235792	261.3438685	445.3102176	129.8312511	174.9155042	0	0	0	219.4093477	0	0	0	135.7905092	0	0	0	307.1192716	403.5687337	0	0	0	0	44.59682991	115.7682028	0	352.7458438	0	0	179.3729528	0	0	92.28239613	0	0	313.9615407	45.7369555	0	0	0	0	0	2231.957614	372.6411194	0	559.8156152	0	449.3262909	0	0	96.85851324	0	158.1863125	275.0882866	0	0	0	0	0	52.0150483	2111.877259	0	0	636.5500136	308.6461846	0	240.3807081	0	0	218.3240134	0	0	456.6637409	0	110.8981926	0	0	0	0	0	0	0	0	0	0	0	0
501.2688_226.2185	0	372.5983108	0	493.2716448	0	0	0	0	150.2203364	0	0	167.8664018	630.6887724	334.9694862	0	557.0497513	0	161.8883216	0	332.0563877	1567.306224	772.156939	341.8794143	113.6427536	445.21573	727.3967184	380.793072	0	0	0	0	0	0	0	894.0820628	0	0	0	734.1544896	184.1675153	0	0	891.1087111	0	0	185.1615922	0	0	0	0	0	0	0	0	0	0	500.2164244	0	0	0	0	0	2764.674356	599.5161268	167.0166964	0	210.237482	0	0	0	2045.200472	581.8031107	0	163.8797487	188.9280399	864.3762051	0	0	723.4329907	0	142.8365739	438.9203534	0	0	0	0	0	745.1020392	0	0	664.7638017	0	0	193.1990011	0	155.0313108	1642.223909	0	0	0	0	0	2214.399427	0	0	0	0	0
