CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
134	401	22	0.9882	0.000
249	281	22	0.9533	-1.932
250	282	22	0.9884	-0.000
401	991	22	0.986	-0.000
247	1057	22	0.9225	0.000
80	991	22	0.9857	-0.001
89	281	22	0.8498	54.060
695	729	22	0.9299	-2.051
134	282	22	0.9871	0.000
7	472	22	0.8152	1.979
282	991	22	0.9868	-0.000
80	134	22	0.9879	-0.000
84	369	22	0.9917	0.000
16	729	22	0.9157	0.000
250	694	22	0.986	-0.000
138	250	22	0.8872	17.027
15	729	22	0.926	-2.051
252	369	22	0.9923	-0.000
7	991	22	0.8174	-42.012
7	189	22	0.8953	-0.000
249	408	22	0.8764	-55.991
84	993	22	0.9918	-0.000
89	249	22	0.8785	55.992
12	250	22	0.9901	0.000
282	981	22	0.8339	43.990
80	694	22	0.9848	-0.000
84	252	22	0.9923	0.000
369	695	22	0.9933	-0.000
138	369	22	0.991	-0.000
15	369	22	0.9925	0.000
84	695	22	0.9933	0.000
134	250	22	0.9896	0.000
15	80	22	0.9123	17.027
281	981	22	0.8959	18.959
695	993	22	0.9922	-0.000
12	694	22	0.988	0.000
138	252	22	0.9924	-0.000
252	993	22	0.9894	-0.001
138	695	22	0.9921	-0.000
281	408	22	0.8472	-54.059
249	472	22	0.9124	17.027
472	981	22	0.9265	0.000
189	247	22	0.885	0.000
74	981	22	1.0	0.000
12	282	22	0.99	0.000
15	84	22	0.993	-0.000
15	993	22	0.9918	-0.001
12	134	22	0.9911	0.000
247	472	22	0.7969	1.979
138	406	22	0.992	-0.000
247	281	22	0.7818	-16.980
12	991	22	0.9863	-0.000
991	1057	22	0.8306	42.012
282	694	22	0.9851	0.000
247	991	22	0.8417	-42.012
534	764	23	0.7528	44.026
290	764	23	0.7282	88.052
290	624	23	0.7282	88.052
534	624	23	0.7528	44.026
290	534	23	0.8116	44.026
534	880	23	0.7441	-132.079
534	648	23	0.8127	-88.052
648	880	23	0.7701	-44.026
534	972	23	0.6823	88.052
648	764	23	0.6843	132.078
290	648	23	0.711	-44.026
764	972	23	0.7806	44.026
290	880	23	0.7496	-88.052
624	648	23	0.6843	-132.079
624	764	23	1.0	-0.000
624	972	23	0.7806	44.026
251	492	24	0.9506	-0.001
218	225	24	0.9288	-162.051
511	535	24	0.7595	164.042
268	271	24	0.948	-15.993
271	728	24	0.9504	178.043
380	1133	24	0.8333	62.965
218	272	24	0.9281	-162.051
520	810	24	0.9693	-57.959
217	271	24	0.9529	-178.043
42	1079	24	0.8257	2.017
217	506	24	0.9502	146.057
376	810	24	0.9563	-0.001
269	957	24	0.8835	2.016
510	957	24	0.7341	-173.137
547	747	24	0.9511	160.033
122	510	24	0.7689	157.144
218	781	24	0.9291	-162.052
314	628	24	0.9348	0.000
225	781	24	1.0	-0.001
52	940	24	0.9105	146.060
44	547	24	0.9217	-306.089
251	520	24	0.8398	-42.011
500	533	24	0.7192	-29.026
269	1118	24	0.9164	15.992
44	271	24	0.926	-324.100
256	600	24	0.9855	-0.000
52	781	24	0.9323	-15.993
53	781	24	0.8643	54.012
206	810	24	0.9771	-0.000
124	217	24	0.9483	188.065
256	1170	24	0.7342	-57.038
747	1076	24	0.9479	-162.049
225	272	24	0.9433	0.000
268	728	24	0.9467	162.050
535	700	24	0.7378	221.105
700	916	24	0.7278	2.016
42	380	24	0.7356	59.072
42	511	24	0.7879	-164.043
492	520	24	0.837	-42.010
124	271	24	0.9462	10.022
376	520	24	0.972	57.959
483	575	24	0.8482	47.985
500	1133	24	0.8333	62.965
268	747	24	0.9464	162.050
500	700	24	0.696	162.032
50	1118	24	0.7644	1.003
376	526	24	0.9374	-0.001
270	940	24	0.911	146.059
261	535	24	0.8296	-2.016
51	122	24	0.9004	15.994
51	269	24	0.8954	-2.015
533	986	24	0.9926	-0.000
506	547	24	0.9312	-306.090
269	514	24	0.9425	-0.003
42	500	24	0.7356	59.072
781	940	24	0.9297	162.053
52	218	24	0.9133	146.059
492	700	24	0.709	-117.079
380	533	24	0.7192	-29.026
380	986	24	0.7113	-29.026
217	268	24	0.9499	-162.050
268	628	24	0.9312	-0.004
483	533	24	0.8422	47.985
122	123	24	0.8394	-4.023
600	1124	24	0.8495	-30.010
526	810	24	0.9305	0.000
916	971	24	0.7832	-99.068
51	628	24	0.9109	-2.018
380	575	24	0.7083	-29.025
42	700	24	0.7351	221.104
314	957	24	0.9252	2.020
305	1124	24	0.8446	-30.010
49	122	24	0.869	2.017
38	124	24	0.9363	-496.175
266	510	24	0.7762	173.136
52	225	24	0.9318	-15.992
971	1079	24	0.8338	-122.035
38	271	24	0.9353	-486.153
700	1133	24	0.7751	-99.067
307	810	24	0.817	-0.000
51	514	24	0.9347	-2.018
269	628	24	0.949	-0.003
124	728	24	0.9519	188.065
44	747	24	0.943	-146.057
256	1124	24	0.8441	-30.010
38	44	24	0.9409	-162.053
261	916	24	0.7443	221.105
44	628	24	0.9229	-308.111
916	1079	24	0.7443	-221.103
268	547	24	0.9484	2.017
510	511	24	0.9391	-2.010
256	305	24	0.9829	-0.000
520	526	24	0.9391	-57.959
42	261	24	0.8229	2.015
206	520	24	0.9615	57.959
124	547	24	0.9433	28.033
217	728	24	0.9632	-0.000
307	376	24	0.8506	0.000
206	376	24	0.9576	0.000
38	747	24	0.9501	-308.110
218	940	24	0.9443	0.001
53	272	24	0.8555	54.013
728	1076	24	0.946	-162.049
511	881	24	0.8285	2.011
122	1118	24	0.907	-2.017
51	314	24	0.9347	-2.018
38	506	24	0.946	-162.053
506	1076	24	0.931	-308.106
783	1170	24	0.8067	-0.001
380	535	24	0.7371	-59.073
217	747	24	0.968	0.000
225	940	24	0.9283	162.052
500	986	24	0.7113	-29.026
52	1118	24	0.8795	15.995
305	700	24	0.7005	-57.057
256	524	24	0.9475	-14.014
44	124	24	0.9199	-334.122
124	268	24	0.9477	26.016
270	272	24	0.9288	-15.993
206	526	24	0.9363	-0.000
483	986	24	0.8445	47.984
520	733	24	0.848	42.011
261	1079	24	1.0	0.002
305	524	24	0.9428	-14.014
305	1170	24	0.7278	-57.038
628	1076	24	0.9247	0.005
524	1170	24	0.7261	-43.024
500	535	24	0.7371	-59.073
49	1118	24	0.92	0.000
51	957	24	0.9544	0.002
42	1133	24	0.8809	122.037
307	520	24	0.8291	57.959
50	122	24	0.8296	3.020
217	547	24	0.9479	-160.032
42	535	24	0.9808	-0.001
124	747	24	0.9491	188.066
600	1170	24	0.7339	-57.038
307	526	24	0.804	-0.001
535	541	24	0.6623	-136.961
38	728	24	0.947	-308.110
269	314	24	0.9425	-0.003
547	1076	24	0.9496	-2.017
535	1133	24	0.8734	122.038
271	506	24	0.9354	324.100
506	728	24	0.9493	-146.057
38	268	24	0.9382	-470.160
269	272	24	0.8676	-15.995
492	733	24	0.9769	0.000
547	728	24	0.9519	160.032
52	270	24	1.0	0.001
728	747	24	0.9671	0.000
380	500	24	1.0	-0.000
575	986	24	0.988	-0.001
44	728	24	0.9384	-146.057
206	307	24	0.8194	0.000
271	1076	24	0.9463	15.994
42	541	24	0.6686	-136.962
122	957	24	0.8826	-15.992
49	269	24	0.9024	-15.992
514	628	24	0.9348	-0.000
38	1076	24	0.9352	-470.159
270	781	24	0.9319	-15.994
700	733	24	0.6979	117.079
225	270	24	0.9322	15.993
971	1133	24	0.8622	-2.015
44	506	24	0.9682	0.000
600	700	24	0.7063	-57.058
217	1076	24	0.946	-162.049
38	547	24	0.9306	-468.142
256	700	24	0.7137	-57.058
124	1076	24	0.9446	26.016
524	600	24	0.951	14.014
305	600	24	0.976	0.000
533	575	24	0.9864	0.001
535	1079	24	0.8294	2.018
272	940	24	0.9219	162.052
51	510	24	0.7445	173.138
49	50	24	0.7624	-1.003
271	547	24	0.9504	18.011
261	971	24	0.8338	122.036
314	514	24	1.0	0.000
524	1124	24	0.9023	-15.996
52	272	24	0.9291	-15.992
268	506	24	0.9364	308.107
251	733	24	0.9523	-0.000
268	1076	24	0.9574	0.001
272	781	24	0.9446	-0.001
218	270	24	0.9142	-146.058
124	506	24	0.9283	334.123
506	747	24	0.9499	-146.057
500	575	24	0.7083	-29.025
271	747	24	0.952	178.043
38	217	24	0.9463	-308.110
514	957	24	0.925	2.020
44	217	24	0.9384	-146.057
363	955	25	0.7191	-0.000
462	955	25	0.6893	-0.000
363	462	25	0.664	-0.000
363	968	25	0.6924	-0.001
462	968	25	0.7085	-0.001
955	968	25	0.7498	-0.001
436	953	26	0.8843	-0.000
567	776	26	1.0	0.000
460	567	26	0.8483	-0.000
436	460	26	0.8795	0.001
436	1075	26	0.8789	-0.002
436	793	26	0.8797	0.000
379	460	26	0.8766	0.000
436	567	26	0.8724	0.000
379	436	26	0.9159	-0.000
460	776	26	0.8483	0.000
460	953	26	0.8542	-0.001
793	953	26	0.8554	-0.001
436	776	26	0.8724	0.001
379	567	26	0.9176	0.000
776	1075	26	0.8867	-0.002
460	793	26	0.8528	-0.000
567	1075	26	0.8867	-0.002
379	776	26	0.9176	0.000
776	953	26	0.8708	-0.001
379	1075	26	0.9102	-0.002
776	793	26	0.8673	-0.000
379	953	26	0.909	-0.001
953	1075	26	0.8737	-0.001
567	953	26	0.8708	-0.001
460	1075	26	0.8692	-0.002
793	1075	26	0.864	-0.002
567	793	26	0.8673	-0.000
379	793	26	0.9027	-0.000
741	860	27	0.9727	-0.000
603	815	27	0.9441	0.000
94	860	27	0.9883	-0.000
438	519	27	0.6895	179.078
482	752	27	0.9123	0.000
22	1077	27	0.9533	17.027
480	763	27	0.9537	0.001
94	885	27	0.9764	-0.001
528	697	27	0.9685	103.963
572	758	27	0.9713	138.016
339	758	27	0.9325	17.027
529	594	27	0.9534	18.010
995	1176	27	0.7907	-0.064
94	741	27	0.9735	-0.000
288	719	27	0.6653	-354.094
758	763	27	0.9419	-138.016
36	763	27	0.9577	-17.026
36	571	27	0.9899	0.001
531	1176	27	0.8273	-0.064
752	815	27	0.9647	0.001
519	741	27	0.9422	-17.026
519	705	27	0.8815	-138.016
741	885	27	0.9892	-0.001
339	741	27	0.9869	0.000
531	954	27	0.846	0.000
435	594	27	0.9682	-17.027
528	703	27	0.9939	-0.001
954	995	27	0.8213	-0.000
496	763	27	0.9665	-17.026
22	339	27	1.0	0.000
219	767	27	0.8556	0.001
571	703	27	0.9939	-0.001
480	593	27	0.973	17.026
595	745	27	0.8495	-0.000
435	480	27	0.9682	-17.027
611	766	27	0.9685	-0.000
593	703	27	0.988	0.000
611	705	27	0.7987	354.095
572	705	27	0.9423	0.000
339	885	27	0.9888	-0.000
22	885	27	0.9888	-0.000
885	1077	27	0.9418	17.027
435	860	27	0.9624	103.963
571	593	27	0.9899	-0.001
309	815	27	0.9486	0.000
94	414	27	0.991	0.000
745	1077	27	0.7168	179.079
573	603	27	0.9167	0.000
496	528	27	0.9924	0.000
528	593	27	0.9899	-0.001
36	528	27	0.9899	0.001
745	995	27	0.8995	0.001
309	752	27	0.9521	-0.000
435	703	27	0.9877	-0.001
438	954	27	0.8549	0.000
438	745	27	0.9203	-0.001
480	594	27	1.0	0.000
260	815	27	0.9534	-0.000
954	1176	27	0.7575	-0.064
573	752	27	0.898	0.000
339	697	27	0.9845	0.000
571	697	27	0.9685	103.963
339	414	27	0.9826	0.001
438	1176	27	0.8212	-0.064
289	815	27	0.946	0.000
528	571	27	1.0	0.000
519	745	27	0.6947	-179.079
482	758	27	0.8091	242.010
519	885	27	0.9421	-17.027
745	1176	27	0.8114	-0.063
94	339	27	0.9849	-0.001
36	435	27	0.9828	0.001
482	519	27	0.7658	242.009
697	860	27	0.9852	0.000
758	1077	27	0.924	-0.000
289	573	27	0.9102	-0.001
593	763	27	0.9577	-17.025
482	705	27	0.8333	103.994
594	703	27	0.9726	17.026
529	815	27	0.9388	-85.983
697	885	27	0.9772	-0.000
260	289	27	0.9419	-0.000
496	593	27	0.9889	-0.001
94	435	27	0.9699	-103.963
595	995	27	0.8617	0.000
219	577	27	0.8829	0.001
435	571	27	0.9887	0.000
482	611	27	0.8216	-250.101
36	496	27	0.9889	0.000
531	595	27	0.8566	-0.000
289	309	27	0.9655	-0.000
22	697	27	0.9845	0.000
482	573	27	0.8719	0.000
595	1176	27	0.7523	-0.063
435	593	27	0.9828	-0.001
36	480	27	0.973	-17.026
414	860	27	0.9862	-0.000
572	763	27	0.9412	0.000
289	752	27	0.9522	-0.001
22	94	27	0.9849	0.001
36	593	27	1.0	-0.000
36	594	27	0.973	-17.026
339	519	27	0.9507	17.027
719	767	27	0.8876	0.001
22	860	27	0.9834	0.000
593	860	27	0.9586	103.964
437	705	27	0.7231	0.000
705	995	27	0.7022	-41.062
577	767	27	0.9355	0.000
22	414	27	0.9826	0.001
703	763	27	0.967	-17.026
519	758	27	0.9408	0.000
309	573	27	0.9072	-0.001
339	860	27	0.9834	0.000
289	603	27	0.9674	-0.000
414	697	27	0.9867	-0.000
94	528	27	0.9734	-103.963
519	1077	27	0.9818	0.000
480	496	27	0.9741	17.027
435	496	27	0.9862	-0.000
94	697	27	0.9916	-0.000
288	519	27	0.6894	142.971
435	528	27	0.9887	0.000
94	571	27	0.9734	-103.963
705	1077	27	0.8816	138.016
438	595	27	0.8599	-0.000
603	752	27	0.949	-0.000
260	603	27	0.9447	-0.001
414	496	27	0.9657	-103.964
414	741	27	0.9727	-0.000
260	752	27	0.9434	-0.001
571	594	27	0.9731	-17.027
593	594	27	0.973	-17.026
414	885	27	0.9744	-0.001
22	741	27	0.9869	0.001
438	995	27	0.9197	0.000
309	603	27	0.9708	-0.000
496	703	27	0.9905	-0.000
260	309	27	0.9488	-0.000
496	594	27	0.9741	-17.026
36	703	27	0.988	0.000
480	528	27	0.9731	17.027
577	719	27	0.9161	-0.000
482	766	27	0.844	-250.101
496	571	27	0.9924	0.000
528	594	27	0.9731	-17.027
482	1077	27	0.7912	242.009
705	758	27	0.9454	138.016
480	703	27	0.9726	17.026
531	745	27	0.9189	-0.001
531	995	27	0.8989	0.000
480	529	27	0.9534	-18.010
752	766	27	0.8822	-250.101
414	703	27	0.9659	-103.964
705	766	27	0.8384	-354.095
438	531	27	0.9418	-0.000
860	885	27	0.9754	-0.001
219	719	27	0.8761	0.000
595	954	27	0.7921	0.001
741	1077	27	0.9403	17.026
745	954	27	0.8486	0.001
758	1132	27	0.8097	-120.989
697	741	27	0.975	0.000
594	763	27	0.9537	0.000
339	1077	27	0.9533	17.027
480	571	27	0.9731	17.027
287	644	28	0.9327	0.000
287	844	28	0.8949	0.000
623	644	28	0.9292	0.000
287	623	28	0.9433	0.000
287	920	28	0.9433	0.000
623	920	28	1.0	-0.000
644	920	28	0.9292	-0.000
644	844	28	0.8908	-0.000
844	920	28	0.8889	0.000
623	844	28	0.8889	-0.000
673	970	29	0.7957	-64.047
876	1063	29	0.9304	-0.000
523	936	29	0.7768	-0.000
523	1130	29	0.7956	-0.001
673	985	29	0.7924	-64.047
807	1108	29	0.9	-0.000
1063	1188	29	0.8969	0.000
673	804	29	1.0	0.000
876	1130	29	0.7847	126.570
523	804	29	0.7755	64.047
970	1108	29	0.9	-0.000
936	970	29	0.8753	-0.000
523	1182	29	0.7711	64.046
706	1130	29	0.7859	126.570
970	1188	29	0.7783	-126.570
804	970	29	0.7957	-64.047
698	985	29	0.8876	0.000
807	1188	29	0.7783	-126.570
936	1182	29	0.8014	64.047
970	1130	29	0.8749	-0.000
523	985	29	0.805	-0.000
985	1182	29	0.7886	64.047
876	1188	29	0.8962	-0.000
804	1108	29	0.819	-64.047
807	1130	29	0.8749	-0.000
673	1182	29	0.8922	-0.000
936	985	29	0.878	-0.000
1108	1182	29	0.7783	64.047
706	1063	29	0.9361	-0.000
804	807	29	0.7957	-64.047
523	673	29	0.7755	64.046
698	1188	29	0.7955	-126.570
673	807	29	0.7957	-64.047
985	1130	29	0.9204	-0.000
706	1188	29	0.9172	-0.000
1108	1130	29	0.888	-0.000
698	876	29	0.795	-126.570
673	1108	29	0.819	-64.047
985	1108	29	0.8875	-0.000
698	936	29	0.9046	0.000
804	936	29	0.8009	-64.047
698	1130	29	0.9094	0.000
698	1063	29	0.7909	-126.570
936	1108	29	0.8872	-0.000
807	985	29	0.8595	0.000
807	1182	29	0.7764	64.047
698	706	29	0.799	-126.570
970	1182	29	0.7764	64.047
936	1130	29	0.8751	-0.000
804	1182	29	0.8922	-0.001
698	1108	29	0.9344	0.000
698	970	29	0.9144	0.000
706	876	29	0.9391	0.000
673	936	29	0.8009	-64.047
804	808	29	0.685	-77.534
1130	1188	29	0.7678	-126.570
807	936	29	0.8753	0.000
698	807	29	0.9144	0.000
970	985	29	0.8595	0.000
523	1108	29	0.7838	-0.001
808	876	29	0.6693	-113.084
807	970	29	1.0	0.000
804	985	29	0.7924	-64.047
332	450	30	1.0	-0.000
564	1022	31	0.6716	0.001
168	1022	31	0.6956	0.000
168	455	31	0.6985	0.001
168	564	31	0.7086	-0.001
455	564	31	0.6864	-0.002
455	1022	31	0.8073	-0.000
900	1146	32	0.7965	0.000
900	1151	32	0.8135	-0.001
1146	1151	32	0.7665	-0.001
941	1102	33	0.6768	-0.000
118	757	34	0.921	0.000
609	714	34	0.9344	0.000
713	715	34	0.9635	0.000
184	922	34	0.8407	14.016
540	714	34	0.9445	0.000
609	712	34	0.9453	0.001
715	1189	34	0.7285	242.079
540	715	34	0.9635	0.000
712	715	34	0.9491	-0.001
185	757	34	0.8695	-0.000
757	922	34	0.8456	14.016
610	714	34	0.9272	-0.000
610	712	34	0.9317	0.000
119	185	34	0.8505	0.001
713	988	34	0.9655	-0.000
119	439	34	0.9187	0.000
539	712	34	0.9321	0.000
184	757	34	0.9264	0.000
120	757	34	0.7804	0.000
609	713	34	0.9655	0.000
610	988	34	0.9689	-0.000
539	609	34	0.9581	-0.001
757	1189	34	0.8685	14.016
119	1189	34	0.8509	14.016
119	757	34	0.9137	0.000
119	186	34	0.893	0.000
540	712	34	0.9354	0.001
118	186	34	0.8994	0.000
120	922	34	0.7172	14.016
184	1189	34	0.8663	14.016
119	682	34	0.8509	14.016
682	1189	34	1.0	0.000
184	439	34	1.0	-0.000
714	715	34	0.937	-0.000
119	120	34	0.7735	0.000
439	757	34	0.9264	0.000
439	922	34	0.8407	14.016
184	185	34	0.8766	0.000
712	988	34	0.9453	-0.001
714	988	34	0.9344	-0.000
118	439	34	0.9009	-0.000
120	184	34	0.783	0.000
539	988	34	0.9581	-0.001
609	610	34	0.9689	0.000
120	439	34	0.783	-0.000
609	988	34	1.0	0.000
119	922	34	0.8265	14.016
118	120	34	0.7669	0.000
439	682	34	0.8663	14.016
540	713	34	1.0	0.000
184	682	34	0.8663	14.016
540	609	34	0.9655	0.000
185	439	34	0.8766	-0.000
118	185	34	0.8459	0.000
118	922	34	0.8146	14.016
715	988	34	0.9684	-0.000
539	715	34	0.9626	-0.001
539	540	34	0.9555	-0.001
185	922	34	0.8153	14.016
713	714	34	0.9445	0.000
186	757	34	0.9181	0.000
609	715	34	0.9684	0.000
439	1189	34	0.8663	14.016
543	610	34	0.6724	140.012
185	1189	34	0.7811	14.016
184	186	34	0.9042	0.000
682	757	34	0.8685	-14.015
540	610	34	0.9555	0.001
119	184	34	0.9187	0.000
539	610	34	0.9484	-0.000
186	682	34	0.8504	14.015
543	714	34	0.6748	140.012
118	119	34	0.893	-0.000
682	922	34	0.8438	0.000
186	439	34	0.9042	-0.000
610	713	34	0.9555	-0.000
186	1189	34	0.8504	14.016
118	682	34	0.8374	14.016
610	715	34	0.9518	-0.000
682	715	34	0.7285	-242.079
185	682	34	0.7811	14.015
186	922	34	0.8268	14.016
120	186	34	0.7516	0.000
540	988	34	0.9655	0.000
120	185	34	0.7657	0.000
712	714	34	0.916	-0.000
539	714	34	0.9245	-0.000
712	713	34	0.9354	-0.001
118	1189	34	0.8374	14.016
922	1189	34	0.8438	-0.000
185	186	34	0.8471	-0.000
118	184	34	0.9009	0.000
539	713	34	0.9555	-0.001
76	692	35	0.9488	0.000
517	569	35	0.9645	0.000
516	592	35	0.932	-0.000
129	398	35	0.9411	0.000
569	592	35	0.9601	-0.000
194	692	35	0.9413	0.000
490	692	35	0.9723	0.000
490	516	35	0.9154	0.000
129	516	35	0.932	0.000
398	490	35	0.9289	-0.000
194	517	35	0.9719	0.000
9	516	35	0.9154	0.000
129	592	35	1.0	-0.000
9	490	35	1.0	0.000
129	517	35	0.9633	0.000
517	592	35	0.9633	-0.000
194	490	35	0.9599	-0.000
129	194	35	0.9425	0.000
398	569	35	0.9366	-0.000
129	692	35	0.9495	0.000
9	592	35	0.9686	-0.000
76	398	35	0.9279	0.000
9	517	35	0.9492	0.000
76	490	35	0.9702	0.000
490	569	35	0.9769	0.000
592	692	35	0.9495	0.000
194	569	35	0.9746	0.000
76	517	35	0.9556	0.000
516	692	35	0.8975	-0.000
398	592	35	0.9411	-0.001
517	692	35	0.933	-0.000
129	490	35	0.9686	0.000
398	517	35	0.9599	-0.000
398	692	35	0.9144	-0.000
490	517	35	0.9492	0.000
76	592	35	0.9593	-0.000
9	569	35	0.9769	0.000
9	76	35	0.9702	0.000
569	692	35	0.9616	-0.000
194	592	35	0.9425	-0.000
9	194	35	0.9599	0.000
490	592	35	0.9686	-0.000
194	398	35	0.9461	0.000
76	569	35	0.9878	0.000
76	129	35	0.9593	0.000
129	569	35	0.9601	0.000
76	194	35	0.9597	0.000
9	129	35	0.9686	0.000
9	398	35	0.9289	0.000
9	692	35	0.9723	0.000
944	1104	36	0.8384	-0.001
620	786	37	0.676	-99.068
26	620	37	0.6805	0.984
786	999	37	1.0	-0.001
999	1017	37	0.9083	-0.000
620	812	37	0.6931	-99.068
1017	1085	37	0.9384	0.005
1017	1174	37	0.904	-0.002
999	1085	37	0.9364	0.005
812	1174	37	0.9099	-0.003
999	1174	37	0.8971	-0.002
1085	1174	37	0.9099	-0.007
620	1017	37	0.6922	-99.068
620	1085	37	0.6931	-99.063
786	1174	37	0.8971	-0.003
25	96	37	0.7364	-2.964
110	620	37	0.6624	61.918
786	812	37	0.9364	0.000
786	1085	37	0.9364	0.004
26	1171	37	0.6817	-71.038
620	1174	37	0.6675	-99.070
812	1017	37	0.9384	-0.001
812	999	37	0.9364	-0.001
620	999	37	0.676	-99.068
786	1017	37	0.9083	-0.001
96	110	37	0.944	-62.985
25	110	37	0.7109	-65.949
812	1085	37	1.0	0.004
554	556	38	0.8047	-28.997
555	556	38	0.9391	-14.019
554	555	38	0.7899	-14.978
179	937	39	1.0	-0.000
265	736	40	0.9755	0.000
47	1040	40	0.8806	101.026
265	761	40	0.9781	0.000
47	265	40	0.9781	0.000
265	545	40	0.9721	-0.001
545	736	40	0.9804	0.001
578	1135	40	0.8185	12.001
263	759	40	0.8119	23.016
545	759	40	0.942	67.005
545	1135	40	0.9721	0.001
759	760	40	0.8055	-23.014
265	1040	40	0.8769	101.026
736	1135	40	0.9755	0.000
759	1040	40	0.8859	34.021
545	1097	40	0.9804	0.001
265	1135	40	1.0	0.000
736	761	40	0.9833	0.000
736	759	40	0.9544	67.005
47	1097	40	0.9833	0.000
263	1097	40	0.8322	-43.989
263	983	40	0.7606	-55.990
545	761	40	0.979	0.001
983	1135	40	0.8185	12.001
263	760	40	0.9699	0.002
759	1135	40	0.9477	-67.004
47	1135	40	0.9781	0.001
761	1135	40	0.9781	0.000
265	1097	40	0.9755	0.000
736	1040	40	0.8897	101.026
759	1097	40	0.9544	-67.005
578	760	40	0.7584	55.991
47	761	40	1.0	0.001
265	983	40	0.8185	-12.001
759	761	40	0.957	-67.005
47	759	40	0.957	67.005
263	578	40	0.7606	-55.990
263	736	40	0.8322	-43.989
578	1040	40	0.8739	113.027
761	1097	40	0.9833	-0.000
545	1040	40	0.8872	101.027
761	1040	40	0.8806	101.026
47	736	40	0.9833	0.000
1040	1135	40	0.8769	-101.026
545	983	40	0.8327	-12.000
736	1097	40	1.0	-0.000
578	761	40	0.8298	12.001
545	578	40	0.8327	-12.000
1097	1135	40	0.9755	0.000
265	578	40	0.8185	-12.001
47	983	40	0.8298	-12.000
265	759	40	0.9477	67.005
761	983	40	0.8298	-12.001
983	1097	40	0.8285	12.001
1040	1097	40	0.8897	-101.026
47	545	40	0.979	-0.000
736	983	40	0.8285	-12.001
983	1040	40	0.8739	113.027
47	578	40	0.8298	-12.000
578	983	40	1.0	-0.000
292	891	41	0.9613	0.000
33	45	41	0.6512	-306.076
34	45	41	0.6512	-306.075
45	292	41	0.9575	-0.000
45	891	41	0.952	0.000
33	34	41	1.0	-0.001
253	642	42	0.8665	0.000
197	448	42	0.8724	0.000
197	642	42	0.8654	-0.000
197	372	42	0.918	0.000
197	253	42	0.918	-0.000
18	372	42	0.8862	0.000
372	448	42	0.8741	0.000
253	372	42	1.0	0.000
18	197	42	0.868	0.000
18	253	42	0.8862	0.000
448	642	42	0.8178	-0.000
253	448	42	0.8741	0.000
372	642	42	0.8665	-0.000
18	448	42	0.8776	0.000
18	642	42	0.8443	0.000
784	965	43	0.6924	-39.957
784	1074	43	0.687	-39.959
965	1074	43	0.8435	-0.002
1158	1159	44	0.6509	-0.326
410	1071	46	0.8082	-0.001
336	727	46	0.6818	-0.000
727	1071	46	0.6595	15.994
78	399	47	0.6578	0.000
81	399	47	0.8639	14.016
78	81	47	0.9038	-14.015
222	264	48	0.9608	0.000
441	746	49	0.905	0.000
666	946	50	0.9025	0.000
666	869	50	0.905	-18.010
430	869	50	0.9537	0.000
425	946	50	0.9032	-0.001
107	666	50	0.9176	-0.001
175	946	50	0.928	18.010
352	425	50	0.9192	18.011
352	426	50	0.8804	18.011
352	430	50	0.9574	-0.000
426	869	50	0.8745	-18.011
107	352	50	0.9373	-18.011
107	425	50	0.9135	0.000
171	425	50	0.9136	0.001
175	666	50	0.9102	18.010
352	666	50	0.9128	18.010
107	175	50	0.9383	-18.011
175	744	50	0.928	18.011
107	946	50	0.9486	-0.001
744	946	50	1.0	-0.001
869	946	50	0.9377	18.010
352	946	50	0.9294	18.010
425	426	50	0.8533	0.000
171	666	50	0.9047	-0.000
175	425	50	0.9077	18.011
666	744	50	0.9042	0.001
175	426	50	0.8825	18.011
107	171	50	0.9075	-0.001
425	666	50	0.9096	-0.001
171	869	50	0.8973	-18.010
425	430	50	0.908	-18.011
426	666	50	0.8605	-0.002
175	352	50	0.9628	0.000
107	869	50	0.9341	-18.011
352	869	50	0.9579	-0.000
175	869	50	0.9592	-0.000
171	352	50	0.9149	-18.010
352	744	50	0.9294	18.011
171	430	50	0.8965	-18.010
107	430	50	0.9337	-18.011
744	869	50	0.9377	-18.011
426	744	50	0.9153	-0.000
430	744	50	0.9291	18.012
426	946	50	0.9153	-0.001
426	430	50	0.8787	-18.012
107	744	50	0.9497	0.000
107	426	50	0.9405	0.001
425	869	50	0.8992	-18.011
430	666	50	0.9122	18.010
171	426	50	0.8502	0.001
175	430	50	0.961	-0.000
171	744	50	0.9144	0.001
425	744	50	0.9032	0.000
171	175	50	0.9023	-18.010
430	946	50	0.9291	18.010
171	946	50	0.9126	0.000
85	1049	51	0.9576	0.002
273	313	52	0.6658	292.119
103	344	53	0.8707	15.996
344	420	53	0.9288	-0.001
452	661	53	0.7992	0.947
345	840	53	0.8032	2.015
167	422	53	0.8599	15.996
419	452	53	0.9147	0.000
562	661	53	0.8185	-0.000
102	742	53	0.7904	0.985
102	1069	53	0.7707	-32.025
157	344	53	0.8557	-2.014
158	343	53	0.8479	2.014
103	159	53	0.8626	15.996
102	419	53	0.6773	14.015
343	840	53	0.9303	0.000
342	452	53	0.7697	-0.948
419	562	53	0.8236	0.947
103	158	53	0.8567	15.996
344	422	53	0.9451	-0.000
345	1069	53	0.7485	-44.026
157	159	53	0.8584	-2.014
165	1069	53	0.7572	-32.026
420	421	53	0.9325	0.000
158	159	53	0.9692	-0.000
