#Consensus features extracted from linked/file.consensusXML on 2016-12-06 15:21:01
#MAP	id	filename	label	size
#RUN	run_id	score_type	score_direction	date_time	search_engine_version	parameters
#PROTEIN	score	rank	accession	coverage	sequence
#UNASSIGNEDPEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
#CONSENSUS	rt_cf	mz_cf	intensity_cf	charge_cf	width_cf	quality_cf	rt_0	mz_0	intensity_0	charge_0	width_0	rt_1	mz_1	intensity_1	charge_1	width_1	rt_2	mz_2	intensity_2	charge_2	width_2	rt_3	mz_3	intensity_3	charge_3	width_3	rt_4	mz_4	intensity_4	charge_4	width_4	rt_5	mz_5	intensity_5	charge_5	width_5	rt_6	mz_6	intensity_6	charge_6	width_6	rt_7	mz_7	intensity_7	charge_7	width_7	rt_8	mz_8	intensity_8	charge_8	width_8	rt_9	mz_9	intensity_9	charge_9	width_9	rt_10	mz_10	intensity_10	charge_10	width_10	rt_11	mz_11	intensity_11	charge_11	width_11	rt_12	mz_12	intensity_12	charge_12	width_12	rt_13	mz_13	intensity_13	charge_13	width_13	rt_14	mz_14	intensity_14	charge_14	width_14	rt_15	mz_15	intensity_15	charge_15	width_15	rt_16	mz_16	intensity_16	charge_16	width_16	rt_17	mz_17	intensity_17	charge_17	width_17	rt_18	mz_18	intensity_18	charge_18	width_18	rt_19	mz_19	intensity_19	charge_19	width_19	rt_20	mz_20	intensity_20	charge_20	width_20	rt_21	mz_21	intensity_21	charge_21	width_21	rt_22	mz_22	intensity_22	charge_22	width_22	rt_23	mz_23	intensity_23	charge_23	width_23	rt_24	mz_24	intensity_24	charge_24	width_24	rt_25	mz_25	intensity_25	charge_25	width_25	rt_26	mz_26	intensity_26	charge_26	width_26	rt_27	mz_27	intensity_27	charge_27	width_27	rt_28	mz_28	intensity_28	charge_28	width_28	rt_29	mz_29	intensity_29	charge_29	width_29	rt_30	mz_30	intensity_30	charge_30	width_30	rt_31	mz_31	intensity_31	charge_31	width_31	rt_32	mz_32	intensity_32	charge_32	width_32	rt_33	mz_33	intensity_33	charge_33	width_33	rt_34	mz_34	intensity_34	charge_34	width_34	rt_35	mz_35	intensity_35	charge_35	width_35	rt_36	mz_36	intensity_36	charge_36	width_36	rt_37	mz_37	intensity_37	charge_37	width_37	rt_38	mz_38	intensity_38	charge_38	width_38	rt_39	mz_39	intensity_39	charge_39	width_39	rt_40	mz_40	intensity_40	charge_40	width_40	rt_41	mz_41	intensity_41	charge_41	width_41	rt_42	mz_42	intensity_42	charge_42	width_42	rt_43	mz_43	intensity_43	charge_43	width_43	rt_44	mz_44	intensity_44	charge_44	width_44	rt_45	mz_45	intensity_45	charge_45	width_45	rt_46	mz_46	intensity_46	charge_46	width_46	rt_47	mz_47	intensity_47	charge_47	width_47	rt_48	mz_48	intensity_48	charge_48	width_48	rt_49	mz_49	intensity_49	charge_49	width_49	rt_50	mz_50	intensity_50	charge_50	width_50	rt_51	mz_51	intensity_51	charge_51	width_51	rt_52	mz_52	intensity_52	charge_52	width_52	rt_53	mz_53	intensity_53	charge_53	width_53	rt_54	mz_54	intensity_54	charge_54	width_54	rt_55	mz_55	intensity_55	charge_55	width_55	rt_56	mz_56	intensity_56	charge_56	width_56	rt_57	mz_57	intensity_57	charge_57	width_57	rt_58	mz_58	intensity_58	charge_58	width_58	rt_59	mz_59	intensity_59	charge_59	width_59	rt_60	mz_60	intensity_60	charge_60	width_60	rt_61	mz_61	intensity_61	charge_61	width_61	rt_62	mz_62	intensity_62	charge_62	width_62	rt_63	mz_63	intensity_63	charge_63	width_63	rt_64	mz_64	intensity_64	charge_64	width_64	rt_65	mz_65	intensity_65	charge_65	width_65	rt_66	mz_66	intensity_66	charge_66	width_66	rt_67	mz_67	intensity_67	charge_67	width_67	rt_68	mz_68	intensity_68	charge_68	width_68	rt_69	mz_69	intensity_69	charge_69	width_69	rt_70	mz_70	intensity_70	charge_70	width_70	rt_71	mz_71	intensity_71	charge_71	width_71	rt_72	mz_72	intensity_72	charge_72	width_72	rt_73	mz_73	intensity_73	charge_73	width_73	rt_74	mz_74	intensity_74	charge_74	width_74	rt_75	mz_75	intensity_75	charge_75	width_75	rt_76	mz_76	intensity_76	charge_76	width_76	rt_77	mz_77	intensity_77	charge_77	width_77	rt_78	mz_78	intensity_78	charge_78	width_78	rt_79	mz_79	intensity_79	charge_79	width_79	rt_80	mz_80	intensity_80	charge_80	width_80	rt_81	mz_81	intensity_81	charge_81	width_81	rt_82	mz_82	intensity_82	charge_82	width_82	rt_83	mz_83	intensity_83	charge_83	width_83	rt_84	mz_84	intensity_84	charge_84	width_84	rt_85	mz_85	intensity_85	charge_85	width_85	rt_86	mz_86	intensity_86	charge_86	width_86	rt_87	mz_87	intensity_87	charge_87	width_87	rt_88	mz_88	intensity_88	charge_88	width_88	rt_89	mz_89	intensity_89	charge_89	width_89	rt_90	mz_90	intensity_90	charge_90	width_90	rt_91	mz_91	intensity_91	charge_91	width_91	rt_92	mz_92	intensity_92	charge_92	width_92	rt_93	mz_93	intensity_93	charge_93	width_93	rt_94	mz_94	intensity_94	charge_94	width_94	rt_95	mz_95	intensity_95	charge_95	width_95	rt_96	mz_96	intensity_96	charge_96	width_96	rt_97	mz_97	intensity_97	charge_97	width_97	rt_98	mz_98	intensity_98	charge_98	width_98	rt_99	mz_99	intensity_99	charge_99	width_99	rt_100	mz_100	intensity_100	charge_100	width_100	rt_101	mz_101	intensity_101	charge_101	width_101	rt_102	mz_102	intensity_102	charge_102	width_102	rt_103	mz_103	intensity_103	charge_103	width_103	rt_104	mz_104	intensity_104	charge_104	width_104	rt_105	mz_105	intensity_105	charge_105	width_105	rt_106	mz_106	intensity_106	charge_106	width_106	rt_107	mz_107	intensity_107	charge_107	width_107
#PEPTIDE	rt	mz	score	rank	sequence	charge	aa_before	aa_after	score_type	search_identifier	accessions
MAP	0	aligned/C18p_BWB3_5ul_GB7_01_7504.featureXML		232
MAP	1	aligned/C18p_BRR1_5ul_GD7_01_7531.featureXML		263
MAP	2	aligned/C18p_RRR2_5ul_GD5_01_7528.featureXML		143
MAP	3	aligned/C18p_SPB2_5ul_RC7_01_7644.featureXML		187
MAP	4	aligned/C18p_BRM2_5ul_GC7_01_7519.featureXML		346
MAP	5	aligned/C18p_RPB2_5ul_BA8_01_7557.featureXML		158
MAP	6	aligned/C18p_RPP1_5ul_GE5_01_7543.featureXML		157
MAP	7	aligned/C18p_MWB2_5ul_GC1_01_7507.featureXML		160
MAP	8	aligned/C18p_FWB2_5ul_BD6_01_7587.featureXML		175
MAP	9	aligned/C18p_CRR1_5ul_RB2_01_7619.featureXML		244
MAP	10	aligned/C18p_FRR2_5ul_RA8_01_7616.featureXML		201
MAP	11	aligned/C18p_BRM1_5ul_GC6_01_7518.featureXML		372
MAP	12	aligned/C18p_SWA3_5ul_RerunSet_BC3_01_7667.featureXML		258
MAP	13	aligned/C18p_CWB1_5ul_BD8_01_7590.featureXML		313
MAP	14	aligned/C18p_FPP2_5ul_RC1_01_7635.featureXML		194
MAP	15	aligned/C18p_CWB3_5ul_BE2_01_7592.featureXML		296
MAP	16	aligned/C18p_MRM1_5ul_GD1_01_7522.featureXML		226
MAP	17	aligned/C18p_BWA1_5ul_GA4_01_7489.featureXML		359
MAP	18	aligned/C18p_RPB3_5ul_BB1_01_7558.featureXML		156
MAP	19	aligned/C18p_RPP3_5ul_GE7_01_7545.featureXML		158
MAP	20	aligned/C18p_CWA3_5ul_BD1_01_7579.featureXML		163
MAP	21	aligned/C18p_MRM3_5ul_GD3_01_7524.featureXML		221
MAP	22	aligned/C18p_BRM3_5ul_GC8_01_7520.featureXML		324
MAP	23	aligned/C18p_SRR2_5ul_RA5_01_7612.featureXML		234
MAP	24	aligned/C18p_BPP3_5ul_BA3_01_7549.featureXML		186
MAP	25	aligned/C18p_BWB1_5ul_GB5_01_7502.featureXML		266
MAP	26	aligned/C18p_CPP2_5ul_RC4_01_7639.featureXML		195
MAP	27	aligned/C18p_SPP3_5ul_RB7_01_7632.featureXML		157
MAP	28	aligned/C18p_MPB1_5ul_BB5_01_7564.featureXML		186
MAP	29	aligned/C18p_MRR1_5ul_GE2_01_7535.featureXML		265
MAP	30	aligned/C18p_SRM1_5ul_BE3_01_7598.featureXML		265
MAP	31	aligned/C18p_RRM2_5ul_GC4_01_7515.featureXML		171
MAP	32	aligned/C18p_RWA3_5ul_GA3_01_7487.featureXML		175
MAP	33	aligned/C18p_SRM3_5ul_BE5_01_7600.featureXML		256
MAP	34	aligned/C18p_MPB2_5ul_BB6_01_7565.featureXML		190
MAP	35	aligned/C18p_RRR1_5ul_GD4_01_7527.featureXML		141
MAP	36	aligned/C18p_CRM3_5ul_RA3_01_7608.featureXML		228
MAP	37	aligned/C18p_SPB3_5ul_RC8_01_7645.featureXML		163
MAP	38	aligned/C18p_FWA1_5ul_BC4_01_7573.featureXML		269
MAP	39	aligned/C18p_BWB2_5ul_GB6_01_7503.featureXML		244
MAP	40	aligned/C18p_CPB3_5ul_RD6_01_7653.featureXML		195
MAP	41	aligned/C18p_FWA3_5ul_BC6_01_7575.featureXML		245
MAP	42	aligned/C18p_MRR3_5ul_GE4_01_7537.featureXML		288
MAP	43	aligned/C18p_RRM1_5ul_GC3_01_7511.featureXML		156
MAP	44	aligned/C18p_MRR2_5ul_GE3_01_7536.featureXML		275
MAP	45	aligned/C18p_FRR3_5ul_RB1_01_7617.featureXML		185
MAP	46	aligned/C18p_RWB2_5ul_GB3_01_7499.featureXML		135
MAP	47	aligned/C18p_FPB3_5ul_RD3_01_7649.featureXML		198
MAP	48	aligned/C18p_SWB1_5ul_BD2_01_7582.featureXML		248
MAP	49	aligned/C18p_CRR2_5ul_RB3_01_7620.featureXML		249
MAP	50	aligned/C18p_RWB1_5ul_GB2_01_7498.featureXML		148
MAP	51	aligned/C18p_CRR3_5ul_RB4_01_7621.featureXML		250
MAP	52	aligned/C18p_MRM2_5ul_GD2_01_7523.featureXML		219
MAP	53	aligned/C18p_SWB2_5ul_BD3_01_7583.featureXML		229
MAP	54	aligned/C18p_FRM3_5ul_BE8_01_7604.featureXML		196
MAP	55	aligned/C18p_SRR1_5ul_RA4_01_7611.featureXML		251
MAP	56	aligned/C18p_FWB1_5ul_BD5_01_7586.featureXML		183
MAP	57	aligned/C18p_FWA2_5ul_BC5_01_7574.featureXML		247
MAP	58	aligned/C18p_BPP1_5ul_BA1_01_7547.featureXML		203
MAP	59	aligned/C18p_FRR1_5ul_RA7_01_7615.featureXML		206
MAP	60	aligned/C18p_SPP1_5ul_RB5_01_7630.featureXML		157
MAP	61	aligned/C18p_MPB3_5ul_BB7_01_7566.featureXML		172
MAP	62	aligned/C18p_BWA3_5ul_GA6_01_7491.featureXML		380
MAP	63	aligned/C18p_BPB2_5ul_BB3_01_7561.featureXML		238
MAP	64	aligned/C18p_CRM2_5ul_RA2_01_7607.featureXML		230
MAP	65	aligned/C18p_MPP3_5ul_Rerun_BA6_01_7676.featureXML		162
MAP	66	aligned/C18p_BRR2_5ul_GD8_01_7532.featureXML		267
MAP	67	aligned/C18p_RRM3_5ul_GC5_01_7516.featureXML		166
MAP	68	aligned/C18p_BPB1_5ul_BB2_01_7560.featureXML		270
MAP	69	aligned/C18p_CPP3_5ul_RC5_01_7640.featureXML		203
MAP	70	aligned/C18p_MPP2_5ul_BA5_01_7552.featureXML		186
MAP	71	aligned/C18p_MWA3_5ul_GB1_01_7495.featureXML		153
MAP	72	aligned/C18p_BPP2_5ul_BA2_01_7548.featureXML		190
MAP	73	aligned/C18p_SWA2_5ul_RerunSet_BC2_01_7666.featureXML		269
MAP	74	aligned/C18p_CWA1_5ul_Rerun_BC7_01_7679.featureXML		131
