#OTU ID	C18p_BWB3_5ul_GB7_01_7504	C18p_BRR1_5ul_GD7_01_7531	C18p_RRR2_5ul_GD5_01_7528	C18p_SPB2_5ul_RC7_01_7644	C18p_BRM2_5ul_GC7_01_7519	C18p_RPB2_5ul_BA8_01_7557	C18p_RPP1_5ul_GE5_01_7543	C18p_MWB2_5ul_GC1_01_7507	C18p_FWB2_5ul_BD6_01_7587	C18p_CRR1_5ul_RB2_01_7619	C18p_FRR2_5ul_RA8_01_7616	C18p_BRM1_5ul_GC6_01_7518	C18p_SWA3_5ul_RerunSet_BC3_01_7667	C18p_CWB1_5ul_BD8_01_7590	C18p_FPP2_5ul_RC1_01_7635	C18p_CWB3_5ul_BE2_01_7592	C18p_MRM1_5ul_GD1_01_7522	C18p_BWA1_5ul_GA4_01_7489	C18p_RPB3_5ul_BB1_01_7558	C18p_RPP3_5ul_GE7_01_7545	C18p_CWA3_5ul_BD1_01_7579	C18p_MRM3_5ul_GD3_01_7524	C18p_BRM3_5ul_GC8_01_7520	C18p_SRR2_5ul_RA5_01_7612	C18p_BPP3_5ul_BA3_01_7549	C18p_BWB1_5ul_GB5_01_7502	C18p_CPP2_5ul_RC4_01_7639	C18p_SPP3_5ul_RB7_01_7632	C18p_MPB1_5ul_BB5_01_7564	C18p_MRR1_5ul_GE2_01_7535	C18p_SRM1_5ul_BE3_01_7598	C18p_RRM2_5ul_GC4_01_7515	C18p_RWA3_5ul_GA3_01_7487	C18p_SRM3_5ul_BE5_01_7600	C18p_MPB2_5ul_BB6_01_7565	C18p_RRR1_5ul_GD4_01_7527	C18p_CRM3_5ul_RA3_01_7608	C18p_SPB3_5ul_RC8_01_7645	C18p_FWA1_5ul_BC4_01_7573	C18p_BWB2_5ul_GB6_01_7503	C18p_CPB3_5ul_RD6_01_7653	C18p_FWA3_5ul_BC6_01_7575	C18p_MRR3_5ul_GE4_01_7537	C18p_RRM1_5ul_GC3_01_7511	C18p_MRR2_5ul_GE3_01_7536	C18p_FRR3_5ul_RB1_01_7617	C18p_RWB2_5ul_GB3_01_7499	C18p_FPB3_5ul_RD3_01_7649	C18p_SWB1_5ul_BD2_01_7582	C18p_CRR2_5ul_RB3_01_7620	C18p_RWB1_5ul_GB2_01_7498	C18p_CRR3_5ul_RB4_01_7621	C18p_MRM2_5ul_GD2_01_7523	C18p_SWB2_5ul_BD3_01_7583	C18p_FRM3_5ul_BE8_01_7604	C18p_SRR1_5ul_RA4_01_7611	C18p_FWB1_5ul_BD5_01_7586	C18p_FWA2_5ul_BC5_01_7574	C18p_BPP1_5ul_BA1_01_7547	C18p_FRR1_5ul_RA7_01_7615	C18p_SPP1_5ul_RB5_01_7630	C18p_MPB3_5ul_BB7_01_7566	C18p_BWA3_5ul_GA6_01_7491	C18p_BPB2_5ul_BB3_01_7561	C18p_CRM2_5ul_RA2_01_7607	C18p_MPP3_5ul_Rerun_BA6_01_7676	C18p_BRR2_5ul_GD8_01_7532	C18p_RRM3_5ul_GC5_01_7516	C18p_BPB1_5ul_BB2_01_7560	C18p_CPP3_5ul_RC5_01_7640	C18p_MPP2_5ul_BA5_01_7552	C18p_MWA3_5ul_GB1_01_7495	C18p_BPP2_5ul_BA2_01_7548	C18p_SWA2_5ul_RerunSet_BC2_01_7666	C18p_CWA1_5ul_Rerun_BC7_01_7679	C18p_CPP1_5ul_RC3_01_7638	C18p_RPP2_5ul_GE6_01_7544	C18p_SRM2_5ul_BE4_01_7599	C18p_MWB1_5ul_GB8_01_7506	C18p_CPB2_5ul_RD5_01_7652	C18p_FPP1_5ul_RB8_01_7634	C18p_FPP3_5ul_RC2_01_7636	C18p_BRR3_5ul_GE1_01_7533	C18p_MWB3_5ul_GC2_01_7508	C18p_SWB3_5ul_BD4_01_7584	C18p_BWA2_5ul_Rerun_GA5_01_7684	C18p_CWB2_5ul_BE1_01_7591	C18p_RPB1_5ul_BA7_01_7556	C18p_MPP1_5ul_BA4_01_7551	C18p_RWB3_5ul_GB4_01_7500	C18p_SRR3_5ul_RA6_01_7613	C18p_BPB3_5ul_BB4_01_7562	C18p_FWB3_5ul_BD7_01_7588	C18p_RWA2_5ul_GA2_01_7486	C18p_SPB1_5ul_RC6_01_7643	C18p_FPB1_5ul_RD1_01_7647	C18p_SWA1_5ul_RerunSet_BC1_01_7665	C18p_MWA2_5ul_GA8_01_7494	C18p_FRM2_5ul_BE7_01_7603	C18p_CPB1_5ul_RD4_01_7651	C18p_CRM1_5ul_RA1_01_7606	C18p_RRR3_5ul_GD6_01_7529	C18p_SPP2_5ul_RB6_01_7631	C18p_FPB2_5ul_RD2_01_7648	C18p_RWA1_5ul_GA1_01_7485	C18p_CWA2_5ul_BC8_01_7578	C18p_FRM1_5ul_BE6_01_7602	C18p_MWA1_5ul_GA7_01_7493
230.9906_ 32.4120	1095120.0	1701990.0	3808000.0	1348170.0	925236.0	3352760.0	2259060.0	1120980.0	292758.0	344685.0	642238.0	1118950.0	1956780.0	456560.0	901320.0	465412.0	1141610.0	2141520.0	3474810.0	2401700.0	1302480.0	1309520.0	913270.0	542831.0	1456360.0	1090210.0	703510.0	476391.0	3974310.0	1530700.0	820458.0	524616.0	1723820.0	1038480.0	4259080.0	2705530.0	362650.0	802494.0	1789220.0	1035770.0	449514.0	1466570.0	1483010.0	293218.0	695438.0	638772.0	998894.0	2213560.0	1763370.0	287775.0	724679.0	281296.0	1449890.0	2619090.0	163377.0	677695.0	318271.0	2880270.0	2117670.0	625693.0	555173.0	2156470.0	2085820.0	2100060.0	230820.0	435450.0	2045020.0	470192.0	4083290.0	480693.0	788083.0	2076840.0	2381250.0	2045080.0	1936000.0	613265.0	2219310.0	1020180.0	1224340.0	364303.0	919000.0	887459.0	2161760.0	1127070.0	2266910.0	1579160.0	460411.0	3272080.0	766610.0	956263.0	769067.0	2192970.0	1143690.0	1829140.0	735941.0	2298700.0	2220770.0	2038180.0	731584.0	472829.0	293581.0	2536480.0	473030.0	2252440.0	1652750.0	1459890.0	174241.0	2037560.0
175.1173_ 24.3160	642372.0	917730.0	774616.0	772949.0	722101.0	1219060.0	1361910.0	500862.0	456138.0	331085.0	1421360.0	726137.0	909015.0	125627.0	1400180.0	363324.0	764062.0	177953.0	1364780.0	1911300.0	679119.0	671013.0	702139.0	1345480.0	824360.0	577180.0	641807.0	2385030.0	759428.0	1377750.0	678384.0	2217160.0	875316.0	493214.0	790291.0	518573.0	261626.0	983055.0	601644.0	593501.0	205643.0	602358.0	985988.0	1588730.0	1367050.0	1512720.0	788708.0	199745.0	644247.0	262503.0	1810310.0	245829.0	955323.0	605255.0	665028.0	999826.0	456867.0	678287.0	851612.0	1301740.0	1994730.0	679087.0	180177.0	1165310.0	260009.0	3479170.0	1010010.0	1492830.0	767050.0	603191.0	1783940.0	447009.0	1044320.0	1033480.0	470656.0	662686.0	1470730.0	880999.0	486799.0	197616.0	1212850.0	1288820.0	1299500.0	691058.0	752568.0	1462140.0	178166.0	1246080.0	1766530.0	344199.0	1287040.0	649197.0	1205850.0	894849.0	789394.0	313289.0	1234600.0	618914.0	1456480.0	287813.0	292312.0	696450.0	2344370.0	303687.0	927387.0	710240.0	560547.0	618719.0
266.1638_240.9588	5098010.0	4053690.0	2702690.0	5318830.0	5233470.0	2665370.0	6040170.0	3194580.0	2980460.0	946054.0	1495600.0	4820810.0	2301280.0	1324610.0	2667110.0	5892970.0	3795320.0	4589390.0	3502950.0	5886930.0	915052.0	5283710.0	3639960.0	1702110.0	4348590.0	3687560.0	1439170.0	2806110.0	3273000.0	4914550.0	3883250.0	2645700.0	2723760.0	3814710.0	3850320.0	1513080.0	899391.0	4078970.0	1512580.0	4991760.0	989225.0	1464580.0	4850820.0	5228940.0	3937160.0	2332880.0	2686640.0	3233790.0	5205840.0	1296780.0	1535340.0	1994920.0	5348090.0	5133590.0	1399790.0	1732920.0	2607260.0	2545470.0	4318610.0	2468850.0	3343180.0	4024200.0	3035380.0	6614050.0	1366640.0	5376380.0	1630800.0	5041900.0	5211970.0	2409950.0	4901610.0	2731530.0	5045010.0	1294230.0	1556980.0	2519690.0	5521700.0	3142160.0	3593210.0	820208.0	3035560.0	2454240.0	2787860.0	3487880.0	5307250.0	5382170.0	1351720.0	3205940.0	5357890.0	1787160.0	3075010.0	3757000.0	1628560.0	1686520.0	5119160.0	3922970.0	4093310.0	2734680.0	1783540.0	1387080.0	762293.0	3036240.0	2882920.0	2941750.0	2715980.0	981064.0	1399080.0	1696680.0
124.0870_793.5034	10061400.0	11068700.0	11186000.0	10473800.0	10638100.0	11252100.0	10951100.0	10774400.0	11922000.0	12416600.0	11611200.0	10587900.0	12503300.0	12595900.0	11320200.0	12365300.0	11156700.0	7752220.0	11084200.0	10788800.0	12171200.0	10919800.0	10629400.0	11712700.0	10761100.0	10036900.0	11239700.0	11004100.0	11636000.0	10788200.0	11306400.0	10585300.0	6970040.0	11084000.0	11720000.0	11174500.0	12004800.0	10252800.0	11846500.0	9806640.0	9558240.0	11782000.0	10486600.0	10727300.0	10383900.0	11883500.0	9736810.0	9675480.0	11872100.0	12325900.0	10026200.0	12183200.0	11029400.0	12152900.0	11997300.0	11780700.0	12270500.0	11919700.0	10802700.0	11800500.0	11741400.0	11328700.0	8463850.0	11351800.0	12041900.0	11644000.0	10773400.0	10427200.0	11391800.0	11478100.0	10859800.0	9396630.0	10698500.0	12895100.0	12585300.0	11389900.0	11030000.0	11314300.0	10307800.0	9558650.0	11299000.0	11079000.0	10982800.0	10633100.0	11751100.0	12447900.0	12404100.0	11421800.0	11000000.0	9427810.0	11468400.0	11511300.0	12426100.0	6467450.0	10678300.0	9771570.0	13176500.0	9381980.0	11906100.0	9825300.0	12329900.0	11141000.0	11117400.0	9746490.0	5776950.0	12072600.0	11782500.0	9221800.0
182.0827_ 41.2286	10975300.0	8834830.0	10100900.0	11757500.0	11790300.0	10924600.0	14020800.0	12359900.0	12961800.0	3204060.0	11584500.0	13167000.0	14510200.0	1078840.0	12852300.0	985196.0	12977000.0	4401180.0	11925500.0	12517100.0	3154230.0	10775700.0	13203100.0	12415000.0	12268800.0	10793500.0	6019800.0	11796500.0	10825300.0	14508700.0	10158700.0	13523900.0	8793180.0	9777990.0	11593500.0	9857160.0	1004840.0	7142340.0	8909870.0	10810100.0	744925.0	7102140.0	14520900.0	12509900.0	14050900.0	8833640.0	13822500.0	8381120.0	9834780.0	4183150.0	13059900.0	1911480.0	13101800.0	10592100.0	14640300.0	12485800.0	12675000.0	9643850.0	12393900.0	12484400.0	9507110.0	11284600.0	4175840.0	8136630.0	60764.5	5100830.0	12595100.0	13623600.0	11153400.0	5571500.0	13680100.0	5355000.0	14360300.0	13337800.0	1375490.0	4108720.0	12533900.0	10772900.0	10192300.0	665978.0	11054600.0	11113700.0	12237100.0	11370200.0	13106700.0	424976.0	3212540.0	11711000.0	16026500.0	12127300.0	12605400.0	11158400.0	12951700.0	7834920.0	11461700.0	8394800.0	13600400.0	8658350.0	14576000.0	808290.0	2084750.0	7743420.0	10251200.0	9220950.0	8244180.0	3017130.0	14694600.0	8408120.0
852.5145_348.9032	7286220.0	11065400.0	12008500.0	14479400.0	11832200.0	11182600.0	12974700.0	9131970.0	5326500.0	11430500.0	7732300.0	12169600.0	10626700.0	7119880.0	10125500.0	6433520.0	12124800.0	14140600.0	10059200.0	14488600.0	7089590.0	12296100.0	10149800.0	10425900.0	13979500.0	7285370.0	9290540.0	12325000.0	11931200.0	14061300.0	12427000.0	7444470.0	7043980.0	12490100.0	12117300.0	11860800.0	7769920.0	13015900.0	9683210.0	7328880.0	5613740.0	9330750.0	15823700.0	7214100.0	13792600.0	7422090.0	5080670.0	11707000.0	10869900.0	10015400.0	5228640.0	10093100.0	14571200.0	11575500.0	9367790.0	11463700.0	5205910.0	9491660.0	12932400.0	7765560.0	10668500.0	11751600.0	13212300.0	12079500.0	7719110.0	15340200.0	9937570.0	7872680.0	11911400.0	8872520.0	14005100.0	10008200.0	14432200.0	11723700.0	5284390.0	9700180.0	13246800.0	12522300.0	9128360.0	5412570.0	11640900.0	10580200.0	10379800.0	9865990.0	11641600.0	21568100.0	6446820.0	10052500.0	14243800.0	4956850.0	10415400.0	12553200.0	5270260.0	7193730.0	14975600.0	11900200.0	11578700.0	10018200.0	8852300.0	7342510.0	9077930.0	10389800.0	12200000.0	11163700.0	6082920.0	6219690.0	9123770.0	10278700.0
130.0601_ 33.3341	2598380.0	1519040.0	3762290.0	695145.0	3520030.0	2697270.0	1384910.0	1948570.0	1283270.0	2292340.0	132523.0	2834900.0	5527270.0	3277890.0	1524560.0	4121140.0	1950280.0	1538060.0	2567920.0	1445350.0	4044520.0	839368.0	2954560.0	560226.0	397596.0	3196650.0	150913.0	505804.0	3572700.0	1799820.0	2739730.0	726545.0	3224500.0	5450700.0	3172060.0	2848900.0	5273440.0	459824.0	318201.0	3099840.0	2458090.0	310671.0	1715910.0	844459.0	948201.0	108218.0	2337030.0	1267330.0	3797080.0	3104380.0	1883040.0	2931370.0	2323120.0	4236050.0	867862.0	598314.0	1021240.0	1993040.0	2774060.0	128846.0	432416.0	2315950.0	1544100.0	580782.0	4117630.0	448249.0	3524620.0	775688.0	2656790.0	79181.3984375	2189320.0	2549770.0	3977020.0	5646410.0	103416.0	142399.0	1591710.0	5712310.0	1849870.0	2410660.0	295737.0	267601.0	3165910.0	2092640.0	3944530.0	259262.0	3479870.0	2721610.0	2343710.0	1945380.0	625078.0	819080.0	132515.0	3402960.0	2934610.0	1356090.0	5019190.0	3574750.0	138316.0	250277.0	4529200.0	2672650.0	445392.0	1267830.0	2618540.0	4820840.0	135920.0	3617570.0
398.3421_346.1769	1597670.0	2133860.0	2683670.0	1689280.0	2082940.0	6085620.0	2232020.0	2546890.0	545551.0	1871790.0	678442.0	1769820.0	2359060.0	1090170.0	1751600.0	699953.0	3940330.0	3810320.0	2238460.0	4470450.0	1134970.0	2563950.0	1781650.0	1824030.0	1814320.0	1376730.0	1328710.0	1480210.0	4594250.0	4586640.0	2114570.0	983437.0	1855350.0	2094950.0	5710530.0	2451690.0	1647410.0	1982080.0	4779720.0	1223740.0	882701.0	3600580.0	4220920.0	1548440.0	4848550.0	1086400.0	860590.0	1832260.0	1821720.0	1928050.0	1575520.0	2046400.0	2412800.0	1741740.0	1767250.0	2169970.0	971594.0	1907950.0	2492330.0	726251.0	2062810.0	5148190.0	3923330.0	2076010.0	1736290.0	2627860.0	2340000.0	1688950.0	4663780.0	1231070.0	2792630.0	4970950.0	1896890.0	5196820.0	1398100.0	1297090.0	2160110.0	2092560.0	2801770.0	811828.0	2367710.0	1923430.0	2334440.0	3142180.0	1766990.0	4199440.0	1345780.0	2116080.0	2418650.0	788106.0	1918270.0	3026160.0	961725.0	1820840.0	1687900.0	3923040.0	2230190.0	5414090.0	1743010.0	956180.0	1560350.0	2677910.0	1768900.0	2059500.0	1678860.0	1113250.0	1611690.0	5624770.0
560.3948_347.4864	3075740.0	4174380.0	6643190.0	4029530.0	4397120.0	6828050.0	5773480.0	4349940.0	1654580.0	4406260.0	1707270.0	6099270.0	4654170.0	1737630.0	3658780.0	2021800.0	6147020.0	8108070.0	4093010.0	7524940.0	1825680.0	6204390.0	3790810.0	3904700.0	4210370.0	2589790.0	2573600.0	3214440.0	5985950.0	8270340.0	4919490.0	3188140.0	3287950.0	4411610.0	7363260.0	6091540.0	2831370.0	3851010.0	3419180.0	2658780.0	1384570.0	4279100.0	8443330.0	2927770.0	8060160.0	1777390.0	1995300.0	3743970.0	3294700.0	3594660.0	2293320.0	4496580.0	7783560.0	3536020.0	3108950.0	4331960.0	1348400.0	3362350.0	5148840.0	1958660.0	4086350.0	6504880.0	8139980.0	4541210.0	2985730.0	8476410.0	4583000.0	2906360.0	6382580.0	2407030.0	6040590.0	7416670.0	5080410.0	5329800.0	2484440.0	2694090.0	5587240.0	4470860.0	4810670.0	1114680.0	4034490.0	3243500.0	4731250.0	5366910.0	3370830.0	9812120.0	2214550.0	3948750.0	5642740.0	1882490.0	3974430.0	4666970.0	1574510.0	3400920.0	4065950.0	4092560.0	5571310.0	7606910.0	2998980.0	1607100.0	2895950.0	6242840.0	3248940.0	3077530.0	3226890.0	1830590.0	3016180.0	7783600.0
853.5183_348.8119	6923410.0	9606310.0	10144700.0	12509700.0	10376400.0	8055530.0	11674100.0	7849190.0	4895940.0	9530750.0	6751520.0	10051500.0	9236110.0	3606750.0	8981760.0	4964300.0	10228700.0	12784200.0	8801310.0	12292500.0	5320880.0	10312200.0	9510010.0	9272410.0	11960200.0	5930150.0	7366250.0	10050800.0	9925100.0	12211500.0	10288300.0	7176470.0	5232840.0	10259200.0	10038300.0	9948680.0	6516410.0	11797300.0	7557000.0	6024900.0	4744350.0	6995410.0	12955000.0	6993860.0	13335900.0	5488730.0	4782590.0	9756370.0	7873600.0	8671710.0	4337750.0	8861750.0	11943500.0	9651880.0	7379240.0	9477450.0	3013320.0	7481220.0	10535900.0	6865520.0	9492370.0	9792850.0	12803600.0	10026500.0	6548080.0	13683100.0	7840330.0	5373350.0	10014100.0	6616640.0	11810000.0	9421650.0	12367500.0	9729810.0	4969420.0	7015490.0	11640000.0	10276000.0	7587630.0	4348880.0	9780120.0	7794390.0	8086680.0	9392990.0	9325880.0	16841600.0	5007180.0	7771450.0	12137100.0	4784500.0	9230890.0	11115100.0	4800590.0	5282660.0	11466200.0	9863060.0	9706060.0	9558110.0	6954510.0	5187430.0	6639340.0	9986640.0	10501100.0	10036700.0	5576750.0	5219630.0	7290190.0	9034570.0
