ATTRIBUTE_DefaultGroup	ATTRIBUTE_color	ATTRIBUTE_cultivar	ATTRIBUTE_process	AllFiles	G1	G2	G3	G4	G5	G6	GNPSGROUP_All Blue	GNPSGROUP_All Red	GNPSGROUP_Atlantic	GNPSGROUP_Baked	GNPSGROUP_Chips	GNPSGROUP_French Fries	GNPSGROUP_Microwaved	GNPSGROUP_Mountain Rose	GNPSGROUP_Purple	GNPSGROUP_Purple Majesty	GNPSGROUP_Raw	GNPSGROUP_Red	GNPSGROUP_Russet Burbank	GNPSGROUP_Steamed	GNPSGROUP_White	ProteoSAFeClusterLink	RT	RTMean	RTStdErr	UniqueFileSourcesCount	cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Baked	C18p_SWB2_5ul_BD3_01_7583.mzXML###C18p_MWA2_5ul_GA8_01_7494.mzXML###C18p_SWA2_5ul_RerunSet_BC2_01_7666.mzXML###C18p_MWB2_5ul_GC1_01_7507.mzXML###C18p_SWA1_5ul_RerunSet_BC1_01_7665.mzXML###C18p_RRR2_5ul_GD5_01_7528.mzXML###C18p_FWA3_5ul_BC6_01_7575.mzXML###C18p_BPB3_5ul_BB4_01_7562.mzXML###C18p_FWB1_5ul_BD5_01_7586.mzXML###C18p_BPP1_5ul_BA1_01_7547.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_SPP3_5ul_RB7_01_7632.mzXML###C18p_FWA2_5ul_BC5_01_7574.mzXML###C18p_BRM2_5ul_GC7_01_7519.mzXML###C18p_RWB2_5ul_GB3_01_7499.mzXML###C18p_SPP2_5ul_RB6_01_7631.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_MWB3_5ul_GC2_01_7508.mzXML###C18p_FWB3_5ul_BD7_01_7588.mzXML###C18p_RWA1_5ul_GA1_01_7485.mzXML###C18p_MPB1_5ul_BB5_01_7564.mzXML###C18p_SRM3_5ul_BE5_01_7600.mzXML###C18p_BPP3_5ul_BA3_01_7549.mzXML###C18p_MWA3_5ul_GB1_01_7495.mzXML###C18p_FRR3_5ul_RB1_01_7617.mzXML###C18p_RRM2_5ul_GC4_01_7515.mzXML###C18p_FRM3_5ul_BE8_01_7604.mzXML###C18p_SWB1_5ul_BD2_01_7582.mzXML###C18p_MRM1_5ul_GD1_01_7522.mzXML###C18p_BPB1_5ul_BB2_01_7560.mzXML###C18p_SWA3_5ul_RerunSet_BC3_01_7667.mzXML###C18p_MRM3_5ul_GD3_01_7524.mzXML###C18p_SRR2_5ul_RA5_01_7612.mzXML###C18p_MWB1_5ul_GB8_01_7506.mzXML###C18p_FPP1_5ul_RB8_01_7634.mzXML###C18p_MPP2_5ul_BA5_01_7552.mzXML###C18p_FRM2_5ul_BE7_01_7603.mzXML###C18p_RRR1_5ul_GD4_01_7527.mzXML###C18p_MRR2_5ul_GE3_01_7536.mzXML###C18p_SPB1_5ul_RC6_01_7643.mzXML###C18p_RRM1_5ul_GC3_01_7511.mzXML###C18p_FWB2_5ul_BD6_01_7587.mzXML###C18p_FRR2_5ul_RA8_01_7616.mzXML###C18p_RPB3_5ul_BB1_01_7558.mzXML###C18p_SRR3_5ul_RA6_01_7613.mzXML###C18p_BWA1_5ul_GA4_01_7489.mzXML###C18p_MPB2_5ul_BB6_01_7565.mzXML###C18p_RPB1_5ul_BA7_01_7556.mzXML###C18p_RPB2_5ul_BA8_01_7557.mzXML###C18p_RRR3_5ul_GD6_01_7529.mzXML###C18p_SRR1_5ul_RA4_01_7611.mzXML###C18p_SRM1_5ul_BE3_01_7598.mzXML###C18p_BRR1_5ul_GD7_01_7531.mzXML###C18p_RPP1_5ul_GE5_01_7543.mzXML###C18p_FRM1_5ul_BE6_01_7602.mzXML###C18p_RWA3_5ul_GA3_01_7487.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML###C18p_FPP2_5ul_RC1_01_7635.mzXML###C18p_RRM3_5ul_GC5_01_7516.mzXML###C18p_FWA1_5ul_BC4_01_7573.mzXML	24499635.0	0.0	0.0	0.0	0.0	0.0	3425989.0	5105058.0	4349588.0	2580417.0	0.0	1840572.0	5644404.0	5347045.0	5399770.0	1973781.0	8992529.0	10452103.0	4298174.0	5441713.0	8647762.0	gnps.ucsd.edu	0.4	0.3979245283018868	0.013431801718102798	60	1	60	104.0534	1	104.0534	24499635.0
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Chips,Baked	C18p_MWA1_5ul_GA7_01_7493.mzXML###C18p_RWB1_5ul_GB2_01_7498.mzXML###C18p_CWA2_5ul_BC8_01_7578.mzXML###C18p_SWB2_5ul_BD3_01_7583.mzXML###C18p_BWB1_5ul_GB5_01_7502.mzXML###C18p_SPP1_5ul_RB5_01_7630.mzXML###C18p_BRM1_5ul_GC6_01_7518.mzXML###C18p_CPP1_5ul_RC3_01_7638.mzXML###C18p_CRM3_5ul_RA3_01_7608.mzXML###C18p_MWA2_5ul_GA8_01_7494.mzXML###C18p_SWA2_5ul_RerunSet_BC2_01_7666.mzXML###C18p_MWB2_5ul_GC1_01_7507.mzXML###C18p_SWA1_5ul_RerunSet_BC1_01_7665.mzXML###C18p_BWA2_5ul_Rerun_GA5_01_7684.mzXML###C18p_RRR2_5ul_GD5_01_7528.mzXML###C18p_FWA3_5ul_BC6_01_7575.mzXML###C18p_BPB3_5ul_BB4_01_7562.mzXML###C18p_FWB1_5ul_BD5_01_7586.mzXML###C18p_BWA3_5ul_GA6_01_7491.mzXML###C18p_CWB3_5ul_BE2_01_7592.mzXML###C18p_BPP1_5ul_BA1_01_7547.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_CRM1_5ul_RA1_01_7606.mzXML###C18p_SPP3_5ul_RB7_01_7632.mzXML###C18p_FWA2_5ul_BC5_01_7574.mzXML###C18p_BRM2_5ul_GC7_01_7519.mzXML###C18p_RWB2_5ul_GB3_01_7499.mzXML###C18p_SPP2_5ul_RB6_01_7631.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_MWB3_5ul_GC2_01_7508.mzXML###C18p_CWA3_5ul_BD1_01_7579.mzXML###C18p_RWA2_5ul_GA2_01_7486.mzXML###C18p_CRR1_5ul_RB2_01_7619.mzXML###C18p_FWB3_5ul_BD7_01_7588.mzXML###C18p_RWA1_5ul_GA1_01_7485.mzXML###C18p_MPB1_5ul_BB5_01_7564.mzXML###C18p_SWB3_5ul_BD4_01_7584.mzXML###C18p_SRM3_5ul_BE5_01_7600.mzXML###C18p_BPP3_5ul_BA3_01_7549.mzXML###C18p_BRR3_5ul_GE1_01_7533.mzXML###C18p_MWA3_5ul_GB1_01_7495.mzXML###C18p_FRR3_5ul_RB1_01_7617.mzXML###C18p_RRM2_5ul_GC4_01_7515.mzXML###C18p_BPP2_5ul_BA2_01_7548.mzXML###C18p_CRR2_5ul_RB3_01_7620.mzXML###C18p_FRM3_5ul_BE8_01_7604.mzXML###C18p_MRR3_5ul_GE4_01_7537.mzXML###C18p_SWB1_5ul_BD2_01_7582.mzXML###C18p_SRM2_5ul_BE4_01_7599.mzXML###C18p_MRM1_5ul_GD1_01_7522.mzXML###C18p_BPB1_5ul_BB2_01_7560.mzXML###C18p_SWA3_5ul_RerunSet_BC3_01_7667.mzXML###C18p_CPP2_5ul_RC4_01_7639.mzXML###C18p_CWA1_5ul_Rerun_BC7_01_7679.mzXML###C18p_MRM2_5ul_GD2_01_7523.mzXML###C18p_MRR1_5ul_GE2_01_7535.mzXML###C18p_FPP3_5ul_RC2_01_7636.mzXML###C18p_FPB2_5ul_RD2_01_7648.mzXML###C18p_MRM3_5ul_GD3_01_7524.mzXML###C18p_SRR2_5ul_RA5_01_7612.mzXML###C18p_MWB1_5ul_GB8_01_7506.mzXML###C18p_FPB3_5ul_RD3_01_7649.mzXML###C18p_FPP1_5ul_RB8_01_7634.mzXML###C18p_MPP2_5ul_BA5_01_7552.mzXML###C18p_FRM2_5ul_BE7_01_7603.mzXML###C18p_RPP2_5ul_GE6_01_7544.mzXML###C18p_RRR1_5ul_GD4_01_7527.mzXML###C18p_MRR2_5ul_GE3_01_7536.mzXML###C18p_SPB1_5ul_RC6_01_7643.mzXML###C18p_RRM1_5ul_GC3_01_7511.mzXML###C18p_FWB2_5ul_BD6_01_7587.mzXML###C18p_SPB2_5ul_RC7_01_7644.mzXML###C18p_SPB3_5ul_RC8_01_7645.mzXML###C18p_FRR2_5ul_RA8_01_7616.mzXML###C18p_RPB3_5ul_BB1_01_7558.mzXML###C18p_SRR3_5ul_RA6_01_7613.mzXML###C18p_BWA1_5ul_GA4_01_7489.mzXML###C18p_FPB1_5ul_RD1_01_7647.mzXML###C18p_MPB2_5ul_BB6_01_7565.mzXML###C18p_BRM3_5ul_GC8_01_7520.mzXML###C18p_RPB1_5ul_BA7_01_7556.mzXML###C18p_RPB2_5ul_BA8_01_7557.mzXML###C18p_CPP3_5ul_RC5_01_7640.mzXML###C18p_RRR3_5ul_GD6_01_7529.mzXML###C18p_SRR1_5ul_RA4_01_7611.mzXML###C18p_BRR2_5ul_GD8_01_7532.mzXML###C18p_SRM1_5ul_BE3_01_7598.mzXML###C18p_MPP1_5ul_BA4_01_7551.mzXML###C18p_BRR1_5ul_GD7_01_7531.mzXML###C18p_RPP1_5ul_GE5_01_7543.mzXML###C18p_FRM1_5ul_BE6_01_7602.mzXML###C18p_BWB2_5ul_GB6_01_7503.mzXML###C18p_CRM2_5ul_RA2_01_7607.mzXML###C18p_CRR3_5ul_RB4_01_7621.mzXML###C18p_RPP3_5ul_GE7_01_7545.mzXML###C18p_RWA3_5ul_GA3_01_7487.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML###C18p_FPP2_5ul_RC1_01_7635.mzXML###C18p_RRM3_5ul_GC5_01_7516.mzXML###C18p_FWA1_5ul_BC4_01_7573.mzXML###C18p_BWB3_5ul_GB7_01_7504.mzXML	328877324.0	0.0	0.0	0.0	0.0	0.0	46172981.0	55179520.0	64424250.0	59098979.0	53052184.0	34082286.0	54462301.0	62358244.0	99531838.0	53358857.0	48975490.0	117537764.0	47383472.0	79206084.0	111807722.0	gnps.ucsd.edu	0.45	0.4535514018691589	0.024658127997033954	101	2	101	130.0498	1	130.0498	328877324.0
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Baked	C18p_MWA1_5ul_GA7_01_7493.mzXML###C18p_RWB1_5ul_GB2_01_7498.mzXML###C18p_SWB2_5ul_BD3_01_7583.mzXML###C18p_BWB1_5ul_GB5_01_7502.mzXML###C18p_SPP1_5ul_RB5_01_7630.mzXML###C18p_MWA2_5ul_GA8_01_7494.mzXML###C18p_SWA2_5ul_RerunSet_BC2_01_7666.mzXML###C18p_MWB2_5ul_GC1_01_7507.mzXML###C18p_SWA1_5ul_RerunSet_BC1_01_7665.mzXML###C18p_BPB3_5ul_BB4_01_7562.mzXML###C18p_BWA3_5ul_GA6_01_7491.mzXML###C18p_BPP1_5ul_BA1_01_7547.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_SPP3_5ul_RB7_01_7632.mzXML###C18p_RWB2_5ul_GB3_01_7499.mzXML###C18p_SPP2_5ul_RB6_01_7631.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_MWB3_5ul_GC2_01_7508.mzXML###C18p_RWA2_5ul_GA2_01_7486.mzXML###C18p_RWA1_5ul_GA1_01_7485.mzXML###C18p_MPB1_5ul_BB5_01_7564.mzXML###C18p_BPP3_5ul_BA3_01_7549.mzXML###C18p_BRR3_5ul_GE1_01_7533.mzXML###C18p_MWA3_5ul_GB1_01_7495.mzXML###C18p_RRM2_5ul_GC4_01_7515.mzXML###C18p_BPP2_5ul_BA2_01_7548.mzXML###C18p_FRM3_5ul_BE8_01_7604.mzXML###C18p_MRR3_5ul_GE4_01_7537.mzXML###C18p_SWB1_5ul_BD2_01_7582.mzXML###C18p_SRM2_5ul_BE4_01_7599.mzXML###C18p_MRM1_5ul_GD1_01_7522.mzXML###C18p_BPB1_5ul_BB2_01_7560.mzXML###C18p_SWA3_5ul_RerunSet_BC3_01_7667.mzXML###C18p_FPB2_5ul_RD2_01_7648.mzXML###C18p_MRM3_5ul_GD3_01_7524.mzXML###C18p_SRR2_5ul_RA5_01_7612.mzXML###C18p_MWB1_5ul_GB8_01_7506.mzXML###C18p_FPB3_5ul_RD3_01_7649.mzXML###C18p_MPP2_5ul_BA5_01_7552.mzXML###C18p_MRR2_5ul_GE3_01_7536.mzXML###C18p_SPB1_5ul_RC6_01_7643.mzXML###C18p_RRM1_5ul_GC3_01_7511.mzXML###C18p_SPB2_5ul_RC7_01_7644.mzXML###C18p_SPB3_5ul_RC8_01_7645.mzXML###C18p_RPB3_5ul_BB1_01_7558.mzXML###C18p_MPP3_5ul_Rerun_BA6_01_7676.mzXML###C18p_SRR3_5ul_RA6_01_7613.mzXML###C18p_BWA1_5ul_GA4_01_7489.mzXML###C18p_FPB1_5ul_RD1_01_7647.mzXML###C18p_MPB2_5ul_BB6_01_7565.mzXML###C18p_RPB1_5ul_BA7_01_7556.mzXML###C18p_RPB2_5ul_BA8_01_7557.mzXML###C18p_RRR3_5ul_GD6_01_7529.mzXML###C18p_SRR1_5ul_RA4_01_7611.mzXML###C18p_BRR2_5ul_GD8_01_7532.mzXML###C18p_SRM1_5ul_BE3_01_7598.mzXML###C18p_MPP1_5ul_BA4_01_7551.mzXML###C18p_BRR1_5ul_GD7_01_7531.mzXML###C18p_RWA3_5ul_GA3_01_7487.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML###C18p_RRM3_5ul_GC5_01_7516.mzXML	65489491.0	0.0	0.0	0.0	0.0	0.0	19868017.0	6148783.0	14759380.0	9815685.0	0.0	6949845.0	17933601.0	5124451.0	25320980.0	5452963.0	19941518.0	11273234.0	14135897.0	10848842.0	28895277.0	gnps.ucsd.edu	0.36	0.3564485981308411	0.03354108537888393	61	3	61	130.0865	1	130.0865	65489491.0
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Chips,Baked	C18p_FWA3_5ul_BC6_01_7575.mzXML###C18p_FWB1_5ul_BD5_01_7586.mzXML###C18p_CWB3_5ul_BE2_01_7592.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_SPP3_5ul_RB7_01_7632.mzXML###C18p_FWA2_5ul_BC5_01_7574.mzXML###C18p_RWB2_5ul_GB3_01_7499.mzXML###C18p_SPP2_5ul_RB6_01_7631.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_FWB3_5ul_BD7_01_7588.mzXML###C18p_SRM3_5ul_BE5_01_7600.mzXML###C18p_FRR3_5ul_RB1_01_7617.mzXML###C18p_CRR2_5ul_RB3_01_7620.mzXML###C18p_FRM3_5ul_BE8_01_7604.mzXML###C18p_MRR3_5ul_GE4_01_7537.mzXML###C18p_BPB1_5ul_BB2_01_7560.mzXML###C18p_CWA1_5ul_Rerun_BC7_01_7679.mzXML###C18p_MRR1_5ul_GE2_01_7535.mzXML###C18p_FPP3_5ul_RC2_01_7636.mzXML###C18p_FPB3_5ul_RD3_01_7649.mzXML###C18p_FRM2_5ul_BE7_01_7603.mzXML###C18p_FRR2_5ul_RA8_01_7616.mzXML###C18p_FPB1_5ul_RD1_01_7647.mzXML###C18p_RPB1_5ul_BA7_01_7556.mzXML###C18p_BRR2_5ul_GD8_01_7532.mzXML###C18p_FRM1_5ul_BE6_01_7602.mzXML###C18p_FPP2_5ul_RC1_01_7635.mzXML	149797250.0	0.0	0.0	0.0	0.0	0.0	25860356.0	35112486.0	11927702.0	17817847.0	4121374.0	78977787.0	14194146.0	28689417.0	45783411.0	19923055.0	20467985.0	63801903.0	28284234.0	14218111.0	40211936.0	gnps.ucsd.edu	0.5	0.49822429906542054	0.03018224781606684	27	4	27	132.1018	1	132.1018	149797250.0
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Chips,Baked	C18p_MWA1_5ul_GA7_01_7493.mzXML###C18p_RWB1_5ul_GB2_01_7498.mzXML###C18p_CWA2_5ul_BC8_01_7578.mzXML###C18p_SWB2_5ul_BD3_01_7583.mzXML###C18p_CRM3_5ul_RA3_01_7608.mzXML###C18p_MWA2_5ul_GA8_01_7494.mzXML###C18p_SWA2_5ul_RerunSet_BC2_01_7666.mzXML###C18p_MWB2_5ul_GC1_01_7507.mzXML###C18p_SWA1_5ul_RerunSet_BC1_01_7665.mzXML###C18p_RRR2_5ul_GD5_01_7528.mzXML###C18p_FWA3_5ul_BC6_01_7575.mzXML###C18p_BPB3_5ul_BB4_01_7562.mzXML###C18p_FWB1_5ul_BD5_01_7586.mzXML###C18p_BWA3_5ul_GA6_01_7491.mzXML###C18p_BPP1_5ul_BA1_01_7547.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_SPP3_5ul_RB7_01_7632.mzXML###C18p_FWA2_5ul_BC5_01_7574.mzXML###C18p_BRM2_5ul_GC7_01_7519.mzXML###C18p_SPP2_5ul_RB6_01_7631.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_MWB3_5ul_GC2_01_7508.mzXML###C18p_FWB3_5ul_BD7_01_7588.mzXML###C18p_RWA1_5ul_GA1_01_7485.mzXML###C18p_MPB1_5ul_BB5_01_7564.mzXML###C18p_SRM3_5ul_BE5_01_7600.mzXML###C18p_BPP3_5ul_BA3_01_7549.mzXML###C18p_MWA3_5ul_GB1_01_7495.mzXML###C18p_FRR3_5ul_RB1_01_7617.mzXML###C18p_RRM2_5ul_GC4_01_7515.mzXML###C18p_FRM3_5ul_BE8_01_7604.mzXML###C18p_SWB1_5ul_BD2_01_7582.mzXML###C18p_MRM1_5ul_GD1_01_7522.mzXML###C18p_BPB1_5ul_BB2_01_7560.mzXML###C18p_SWA3_5ul_RerunSet_BC3_01_7667.mzXML###C18p_CWA1_5ul_Rerun_BC7_01_7679.mzXML###C18p_FPP3_5ul_RC2_01_7636.mzXML###C18p_FPB2_5ul_RD2_01_7648.mzXML###C18p_MRM3_5ul_GD3_01_7524.mzXML###C18p_SRR2_5ul_RA5_01_7612.mzXML###C18p_MWB1_5ul_GB8_01_7506.mzXML###C18p_FPP1_5ul_RB8_01_7634.mzXML###C18p_MPP2_5ul_BA5_01_7552.mzXML###C18p_FRM2_5ul_BE7_01_7603.mzXML###C18p_RPP2_5ul_GE6_01_7544.mzXML###C18p_RRR1_5ul_GD4_01_7527.mzXML###C18p_MRR2_5ul_GE3_01_7536.mzXML###C18p_SPB1_5ul_RC6_01_7643.mzXML###C18p_RRM1_5ul_GC3_01_7511.mzXML###C18p_FWB2_5ul_BD6_01_7587.mzXML###C18p_FRR2_5ul_RA8_01_7616.mzXML###C18p_RPB3_5ul_BB1_01_7558.mzXML###C18p_SRR3_5ul_RA6_01_7613.mzXML###C18p_BWA1_5ul_GA4_01_7489.mzXML###C18p_FPB1_5ul_RD1_01_7647.mzXML###C18p_MPB2_5ul_BB6_01_7565.mzXML###C18p_RPB1_5ul_BA7_01_7556.mzXML###C18p_RPB2_5ul_BA8_01_7557.mzXML###C18p_CPP3_5ul_RC5_01_7640.mzXML###C18p_RRR3_5ul_GD6_01_7529.mzXML###C18p_SRR1_5ul_RA4_01_7611.mzXML###C18p_SRM1_5ul_BE3_01_7598.mzXML###C18p_MPP1_5ul_BA4_01_7551.mzXML###C18p_BRR1_5ul_GD7_01_7531.mzXML###C18p_RPP1_5ul_GE5_01_7543.mzXML###C18p_FRM1_5ul_BE6_01_7602.mzXML###C18p_BWB2_5ul_GB6_01_7503.mzXML###C18p_RPP3_5ul_GE7_01_7545.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML###C18p_FPP2_5ul_RC1_01_7635.mzXML###C18p_RRM3_5ul_GC5_01_7516.mzXML###C18p_FWA1_5ul_BC4_01_7573.mzXML###C18p_BWB3_5ul_GB7_01_7504.mzXML	76278057.0	0.0	0.0	0.0	0.0	0.0	9757389.0	14488799.0	12979447.0	10893025.0	371091.0	5797963.0	17893008.0	14783735.0	18528319.0	8770930.0	25489741.0	29272534.0	15497757.0	15833229.0	28477204.0	gnps.ucsd.edu	0.4	0.3975700934579439	0.013586974998645744	73	5	73	133.0319	1	133.0319	76278057.0
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Chips,Baked	C18p_RWB1_5ul_GB2_01_7498.mzXML###C18p_CWA2_5ul_BC8_01_7578.mzXML###C18p_BRM1_5ul_GC6_01_7518.mzXML###C18p_CPP1_5ul_RC3_01_7638.mzXML###C18p_MWB2_5ul_GC1_01_7507.mzXML###C18p_RRR2_5ul_GD5_01_7528.mzXML###C18p_BPB3_5ul_BB4_01_7562.mzXML###C18p_FWB1_5ul_BD5_01_7586.mzXML###C18p_BPP1_5ul_BA1_01_7547.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_SPP3_5ul_RB7_01_7632.mzXML###C18p_FWA2_5ul_BC5_01_7574.mzXML###C18p_BRM2_5ul_GC7_01_7519.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_FWB3_5ul_BD7_01_7588.mzXML###C18p_SWB3_5ul_BD4_01_7584.mzXML###C18p_SRM3_5ul_BE5_01_7600.mzXML###C18p_FRR3_5ul_RB1_01_7617.mzXML###C18p_RRM2_5ul_GC4_01_7515.mzXML###C18p_BPP2_5ul_BA2_01_7548.mzXML###C18p_FRM3_5ul_BE8_01_7604.mzXML###C18p_SRM2_5ul_BE4_01_7599.mzXML###C18p_BPB1_5ul_BB2_01_7560.mzXML###C18p_CWA1_5ul_Rerun_BC7_01_7679.mzXML###C18p_FPP3_5ul_RC2_01_7636.mzXML###C18p_MRM3_5ul_GD3_01_7524.mzXML###C18p_MWB1_5ul_GB8_01_7506.mzXML###C18p_FRM2_5ul_BE7_01_7603.mzXML###C18p_RPP2_5ul_GE6_01_7544.mzXML###C18p_RRR1_5ul_GD4_01_7527.mzXML###C18p_MRR2_5ul_GE3_01_7536.mzXML###C18p_CWB1_5ul_BD8_01_7590.mzXML###C18p_SPB1_5ul_RC6_01_7643.mzXML###C18p_FWB2_5ul_BD6_01_7587.mzXML###C18p_SPB2_5ul_RC7_01_7644.mzXML###C18p_FRR2_5ul_RA8_01_7616.mzXML###C18p_RPB3_5ul_BB1_01_7558.mzXML###C18p_SRR3_5ul_RA6_01_7613.mzXML###C18p_FPB1_5ul_RD1_01_7647.mzXML###C18p_MPB2_5ul_BB6_01_7565.mzXML###C18p_BRM3_5ul_GC8_01_7520.mzXML###C18p_RPB1_5ul_BA7_01_7556.mzXML###C18p_RRR3_5ul_GD6_01_7529.mzXML###C18p_SRR1_5ul_RA4_01_7611.mzXML###C18p_FRM1_5ul_BE6_01_7602.mzXML###C18p_CRR3_5ul_RB4_01_7621.mzXML###C18p_RPP3_5ul_GE7_01_7545.mzXML###C18p_RWA3_5ul_GA3_01_7487.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML###C18p_FPP2_5ul_RC1_01_7635.mzXML###C18p_RRM3_5ul_GC5_01_7516.mzXML	103484181.0	0.0	0.0	0.0	0.0	0.0	19225586.0	17605253.0	3426929.0	15562497.0	1884301.0	20436742.0	16539012.0	23762204.0	36900445.0	17674859.0	30800592.0	41367457.0	21789350.0	18261037.0	25216279.0	gnps.ucsd.edu	0.58	0.5780373831775701	0.03927261401989385	51	6	51	136.0755	1	136.0755	103484181.0
G1	Purple,White,Red	Purple Majesty,All Blue,All Red,Russet Burbank	Microwaved,Raw	C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_MRR3_5ul_GE4_01_7537.mzXML###C18p_MPP1_5ul_BA4_01_7551.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML	4374219.0	0.0	0.0	0.0	0.0	0.0	367122.0	1496790.0	0.0	0.0	0.0	0.0	2915856.0	0.0	1419066.0	1051944.0	1458363.0	1496790.0	1458363.0	0.0	1458363.0	gnps.ucsd.edu	2.76	2.7627272727272727	0.11136280636347275	4	7	4	146.059	1	146.059	4374219.0
G1	Purple,White,Red	Purple Majesty,Atlantic,All Blue,All Red,Russet Burbank,Mountain Rose	Microwaved,Raw,Steamed,French Fries,Baked	C18p_BRM1_5ul_GC6_01_7518.mzXML###C18p_BPB2_5ul_BB3_01_7561.mzXML###C18p_RWB3_5ul_GB4_01_7500.mzXML###C18p_BPP3_5ul_BA3_01_7549.mzXML###C18p_SWB1_5ul_BD2_01_7582.mzXML###C18p_SRM2_5ul_BE4_01_7599.mzXML###C18p_MRM1_5ul_GD1_01_7522.mzXML###C18p_SWA3_5ul_RerunSet_BC3_01_7667.mzXML###C18p_MRM3_5ul_GD3_01_7524.mzXML###C18p_SRR2_5ul_RA5_01_7612.mzXML###C18p_MWB1_5ul_GB8_01_7506.mzXML###C18p_FPP1_5ul_RB8_01_7634.mzXML###C18p_MRR2_5ul_GE3_01_7536.mzXML###C18p_SPB1_5ul_RC6_01_7643.mzXML###C18p_RRM1_5ul_GC3_01_7511.mzXML###C18p_RPB3_5ul_BB1_01_7558.mzXML###C18p_SRR3_5ul_RA6_01_7613.mzXML###C18p_BWA1_5ul_GA4_01_7489.mzXML###C18p_MPB2_5ul_BB6_01_7565.mzXML###C18p_BRM3_5ul_GC8_01_7520.mzXML###C18p_RRR3_5ul_GD6_01_7529.mzXML###C18p_SRR1_5ul_RA4_01_7611.mzXML###C18p_SRM1_5ul_BE3_01_7598.mzXML###C18p_BRR1_5ul_GD7_01_7531.mzXML###C18p_MPB3_5ul_BB7_01_7566.mzXML###C18p_RRM3_5ul_GC5_01_7516.mzXML	31807861.0	0.0	0.0	0.0	0.0	0.0	7174464.0	7987088.0	3732536.0	11162435.0	0.0	114893.0	8933720.0	5850380.0	9777004.0	2602540.0	4533385.0	13837468.0	4460853.0	7063428.0	8193389.0	gnps.ucsd.edu	1.01	1.014	0.10437656865938054	26	8	26	152.0564	1	152.0564	31807861.0
